fragment_smiles,source_label,n_conformers
O=NN(O)[*:1],ZINC000004214744,2
CC(C)[C@@H](Cl)[*:1],ZINC000253530190,3
C[C@H]1O[C@@H]([*:1])C[C@@H]1S,ZINC000100776199,3
C[C@H]1C[C@H]([*:1])[C@@H](C)O1,ZINC000100776199,3
C[C@H]1C[C@H](S)[C@@H]([*:1])O1,ZINC000100776199,2
Cc1n[nH]c(C)c1[*:1],ZINC000604404570,1
CO/C(S)=N/[*:1],ZINC000095620042,1
CO/C(S)=N/C[*:1],ZINC000095620042,2
O[C@@H](CS)[*:1],ZINC000000968221,3
CC(C)(C)C(=O)O[*:1],ZINC000004339976,1
C1CN(C[*:1])C1,ZINC000225421885,3
C1CN([*:1])C1,ZINC000225421885,2
C/C=C/S/C=C/[*:1],ZINC000005132893,3
Clc1ncccc1[*:1],ZINC000001069664,1
CNC(=O)C(C)(C)[*:1],ZINC000225402531,1
N[C@H](CO)[C@@H](O)[*:1],ZINC000008195647,8
C[S@@](=O)SC[*:1],ZINC000014590140,5
C[S@@](=O)S[*:1],ZINC000014590140,3
C=CCS[S@](=O)[*:1],ZINC000014590140,7
OCCNCC[*:1],ZINC000019939790,8
CC(=O)[C@H]1O[C@]1(O)[*:1],ZINC000013397684,2
C/C(O)=N\[*:1],ZINC000012494166,1
CCCSC[C@H](N)[*:1],ZINC000005836947,10
CC(CC(N)=O)[*:1],ZINC000000158116,5
CCc1coc([*:1])n1,ZINC000032163583,3
CC(CCCO)[*:1],ZINC000001592388,8
c1csc(CC[*:1])n1,ZINC000108451613,6
CCCCC#CC[*:1],ZINC000085663762,8
C1N[C@@H]([*:1])CS1,ZINC000000967474,2
O=C1CCC([*:1])=C1O,ZINC000025695693,1
CCC[S@@](=O)C[*:1],ZINC000005543431,7
C=Cc1ccc([*:1])s1,ZINC000014680339,2
S=C=NCCS[*:1],ZINC000069012246,7
FC(F)(F)C(F)(F)[*:1],ZINC000031318695,1
PC[C@@H](P)[*:1],ZINC000095618403,3
PC[*:1],ZINC000095618403,1
C[C@H]1SS[C@H]([*:1])S1,ZINC000002015031,2
CC(C)(O)[C@H](CO)[*:1],ZINC000014719901,7
COC(=O)[C@H](C)C[*:1],ZINC000004521669,8
CC[C@H](C(=O)OC)[*:1],ZINC000004521669,5
C1CC1CO[*:1],ZINC000003839642,4
C[C@H]1CC(=O)O[C@H]1[*:1],ZINC000005820603,2
C[C@@H]1C(=O)OC[C@@H]1[*:1],ZINC000118937409,2
OCC[C@@H](O)CC[*:1],ZINC000005820872,9
OCC[C@@H](O)C[*:1],ZINC000005820872,10
C[C@H]1[C@H]([*:1])CO[C@@H]1O,ZINC000004995651,2
O=C(CCCO)[*:1],ZINC000015248723,7
OCSC[*:1],ZINC000003870218,5
OCS[*:1],ZINC000003870218,2
N[C@H](CO)CC(=O)[*:1],ZINC000005138489,7
CN[C@H](O)[*:1],ZINC000150343235,3
COC(=O)CC(C)[*:1],ZINC000000391144,4
N/C(=C/C=C\C=O)[*:1],ZINC000013537120,2
CC(=O)/C=C/[C@H](O)[*:1],ZINC000014815475,5
C[S+](C)[*:1],ZINC000008216665,1
[N-]=[N+]=N[*:1],ZINC000008762039,1
CCOO[*:1],ZINC000103541367,2
NCCC[C@@H](N)[*:1],ZINC000001532678,10
C[C@@H]1O[C@H]([*:1])C[C@H]1O,ZINC000002516022,2
O[C@H]1C[C@H](O)[C@@H]([*:1])O1,ZINC000004228296,3
C[C@](O)(CCl)[*:1],ZINC000585660658,3
CCOC(=O)[C@@H](N)[*:1],ZINC000100566600,5
Brc1csc([*:1])c1,ZINC000101666534,1
CC([C@H](C)O)[*:1],ZINC000002034503,3
C1=CC[C@@H]([*:1])C=C1,ZINC000095912508,1
Brc1cnn(C[*:1])c1,ZINC000604404901,2
Brc1cnn([*:1])c1,ZINC000604404901,1
C1CN([*:1])CCS1,ZINC000049411310,2
O=C(O)C(=O)NC[*:1],ZINC000001529886,3
O=C/C=C\CC[*:1],ZINC000013551387,5
O=C/C=C\C[*:1],ZINC000013551387,4
O=C(O)[C@@H](CS)C[*:1],ZINC000014589088,9
O=Cc1ccc([*:1])s1,ZINC000002090299,1
C[C@@H](Cl)[C@@](C)(O)[*:1],ZINC000257423767,3
NC[C@H](N)[*:1],ZINC000038232975,3
C1=N[CH+]C(CC[*:1])=N1,ZINC000085530242,4
COC(=O)[C@H](O)C[*:1],ZINC000001849641,3
CS[S@@](=O)C[*:1],ZINC000014590138,5
c1cnc(S[*:1])nc1,ZINC000004259343,2
C1=CC([*:1])=CCC1,ZINC000008220444,1
SC(S)=NCC[*:1],ZINC000003875945,5
SC(S)=N[*:1],ZINC000003875945,1
SC(S)=NC[*:1],ZINC000003875945,2
C=CCC/C=C/[*:1],ZINC000086001997,7
C=CCC/C=C/C[*:1],ZINC000086001997,7
O=c1cnc([*:1])c[nH]1,ZINC000005116994,1
CS[C@H](CC(C)=O)[*:1],ZINC000033951264,7
CS[C@@H](C)CC(=O)[*:1],ZINC000033951264,5
C[C@@H](O)[C@@H](O)[C@H](O)[*:1],ZINC000004995362,6
CCCC[C@@](C)(O)[*:1],ZINC000096316376,6
C[C@H]1CC=C[C@H]([*:1])C1,ZINC000085532298,3
Nc1nnc(C[*:1])s1,ZINC000001065183,3
Nc1nnc([*:1])s1,ZINC000001065183,1
CC(C)(S)CCO[*:1],ZINC000014589100,7
COCCC(C)(S)[*:1],ZINC000014589100,7
COCCC(C)(C)[*:1],ZINC000014589100,5
CC(=O)C[C@@H](C)[*:1],ZINC000011631247,4
C1=C([*:1])CCNC1,ZINC000003872953,1
Cc1cc([*:1])[nH]n1,ZINC000000488165,1
CCC(O)(CC)[*:1],ZINC000016051422,6
CCCSC(=O)C[*:1],ZINC000014438522,8
CC1=CC(=O)O[C@H]1[*:1],ZINC000033829902,1
O=C1SCC[C@H]1[*:1],ZINC000054009854,2
C[C@@H](C(=O)C(N)=O)[*:1],ZINC000006425539,3
CCC(=O)S[*:1],ZINC000032154765,5
C=C(CCC(=O)O)[*:1],ZINC000255196226,6
CS[C@H](C(C)=O)[*:1],ZINC000002568012,5
CS[C@@H](C)C(=O)[*:1],ZINC000002568012,5
C1CO[C@H]([*:1])SC1,ZINC000014592621,2
OS/C=C/[*:1],ZINC000014679881,2
C[C@H](O)[C@@](C)(O)[*:1],ZINC000001731111,3
C1=C[C@H]([*:1])SS1,ZINC000033832605,2
CC(CCC=O)[*:1],ZINC000001529424,5
CC/C=C(\C=O)[*:1],ZINC000002034338,3
CC/C=C(/C)[*:1],ZINC000002034338,2
CC(CCN=C=S)[*:1],ZINC000002528121,7
O[C@H]1C=N[C@H]([*:1])C1,ZINC000003870184,2
C[C@@H](CN)[*:1],ZINC000004658592,2
O=C1CCO[C@H]1[*:1],ZINC000003880802,2
C=CCSSCC[*:1],ZINC000002038819,10
O=c1ssc([*:1])c1Cl,ZINC000001722340,1
O=c1ssc(Cl)c1[*:1],ZINC000001722340,1
OCC[C@H](O)[C@H](O)[*:1],ZINC000001694563,8
O=C(O)[C@@H](O)C(=O)[*:1],ZINC000100028960,2
C=C1CN[C@@H]([*:1])C1,ZINC000013526479,2
C/C(=C\[*:1])CCC=O,ZINC000014443610,7
CC1O[C@H](C)[C@@H]([*:1])O1,ZINC000006031817,2
C[C@@H](CN)C[*:1],ZINC000002041176,8
CC[C@H](CN)[*:1],ZINC000002041176,5
CC(=O)CS[*:1],ZINC000002560605,5
Cc1csc([*:1])c1,ZINC000001845884,1
C[C@H](O)CC[C@@H](O)[*:1],ZINC000015221890,6
ClCO[*:1],ZINC000070667158,2
c1cnc(NC[*:1])[cH-]1,ZINC000103531482,5
CC(C)SSC[*:1],ZINC000015204790,7
CCSSC(C)[*:1],ZINC000015204790,7
CC(=O)[C@@H](O)[C@H](O)[*:1],ZINC000001532265,5
SCC[C@H](S)CC[*:1],ZINC000003869601,10
SCC[C@H](S)C[*:1],ZINC000003869601,8
c1cc(CC[*:1])cs1,ZINC000014592849,5
CC(C)CC[C@@H](O)[*:1],ZINC000004096816,7
C=CCC(=O)C[*:1],ZINC000014614428,8
C=CCC(=O)CC[*:1],ZINC000014614428,8
N=C(N)NC[C@@H](O)[*:1],ZINC000001531050,5
NC(=O)C(=O)NC[*:1],ZINC000008299984,2
NC(=O)C(=O)N[*:1],ZINC000008299984,1
C=CC(C)(C)/C=C/[*:1],ZINC000085972551,3
O[C@@H]1[C@H](O)CC[C@@H]1[*:1],ZINC000014951522,3
O=S(=O)(O)CCN[*:1],ZINC000032840981,6
CC(=O)O[C@@H](C)O[*:1],ZINC000001685644,1
Clc1cnccc1[*:1],ZINC000952844881,1
N[C@H](C(=O)O)C(=O)[*:1],ZINC000000901672,2
CC(=O)[C@@H](C(=O)O)[*:1],ZINC000000901672,5
CC(=O)[C@H](N)[*:1],ZINC000000901672,2
C#CC#CC[C@H](O)[*:1],ZINC000014722465,3
CC(=O)C[C@@H](C)S[*:1],ZINC000033951265,7
CS[C@@H](CC(C)=O)[*:1],ZINC000033951265,8
CS[C@H](C)CC(=O)[*:1],ZINC000033951265,6
O=C(O)C(O)[*:1],ZINC000000901335,2
NC(=O)[C@@H](N)[*:1],ZINC000000057505,2
NC(=O)[C@@H](N)C[*:1],ZINC000000057505,4
CC[C@@H]1CC[C@H]([*:1])O1,ZINC000015042997,5
Cn1cnc([*:1])n1,ZINC000263585217,1
CCC(=O)O[C@H](C)[*:1],ZINC000000409239,3
O[C@H]1CCO[C@H]1[*:1],ZINC000002011323,2
C[C@@H]1OCC[C@@H]1[*:1],ZINC000002011323,2
C=C=C[C@H](C)[*:1],ZINC000001850303,2
C[C@H]1C=CC=C[C@@H]1[*:1],ZINC000085624730,1
CC[C@@H](C)[C@@H](C)[*:1],ZINC000002040185,7
C[C@@H](C(C)(C)O)[*:1],ZINC000030731581,3
C[C@H](C[*:1])C(C)(C)O,ZINC000030731581,7
O[C@H]1[C@H](O)OC[C@H]1[*:1],ZINC000004095722,2
O[C@@H]1CO[C@@H](O)[C@@H]1[*:1],ZINC000004095722,3
C1CN[C@H](C[*:1])C1,ZINC000002504856,3
COC(=O)O[*:1],ZINC000253537532,1
CC1=CC(=O)O[C@@H]1[*:1],ZINC000095909377,1
CN1CC[C@H]([*:1])C1,ZINC000049170204,3
O[C@H]1CCCC[C@H]1[*:1],ZINC000049601709,2
OC[C@@H](O)[C@@H](CO)[*:1],ZINC000000895269,9
CCC[C@@H](O)C(=O)[*:1],ZINC000001576855,6
CCCC(=O)[C@H](O)[*:1],ZINC000001576855,6
Cc1ccc([*:1])[nH]1,ZINC000001673420,1
C[C@@H](CC(C)(C)C)[*:1],ZINC000002037267,2
CC(=O)OC(=O)[*:1],ZINC000008585917,1
O=C(O)/C=C\CC[*:1],ZINC000031302473,4
O=C(O)/C=C\C[*:1],ZINC000031302473,2
CCC[N+](C)(C)[*:1],ZINC000001627227,2
CC([C@@H](C)O)[*:1],ZINC000001696686,3
C[C@H]1O[C@H]([*:1])C[C@@H]1O,ZINC000014611346,3
C[C@@H]1CN[C@@H]([*:1])C1,ZINC000001605763,3
CN[C@H](C(=O)OC)[*:1],ZINC000037447719,5
C=C/C=C(\C)[*:1],ZINC000055169533,1
C=C/C=C(\C)C[*:1],ZINC000055169533,3
C=C/C=C(\C)CC[*:1],ZINC000055169533,4
O=c1ccc([*:1])n[nH]1,ZINC000217607552,1
N=CN[*:1],ZINC000001532658,1
N=CN[C@H](C(=O)O)[*:1],ZINC000001532658,3
O=C(O)C[C@@H]1C[C@@H]1[*:1],ZINC000014439085,4
CC[C@H](CC(=O)O)[*:1],ZINC000000391783,7
C=C[C@H](C=C(C)C)[*:1],ZINC000014690794,4
CC1([*:1])CO1,ZINC000001609008,1
CC(C)CNCC[*:1],ZINC000014593080,8
CCCNCC(C)[*:1],ZINC000014593080,8
C[C@@H]1[C@H](O)OC[C@H]1[*:1],ZINC000253483956,2
C[C@H](Cl)C(=O)O[*:1],ZINC000253530288,3
CC(C)NCC[*:1],ZINC000067665433,8
OCC[C@@H](S)CC[*:1],ZINC000004271680,9
OCC[C@@H](S)C[*:1],ZINC000004271680,7
OCC[C@@H](S)[*:1],ZINC000004271680,5
CCC[C@@H](CCO)[*:1],ZINC000004271680,10
CC(N)(C(=O)O)[*:1],ZINC000000901801,1
CC(C)(N)[*:1],ZINC000000901801,1
C1=CC[C@@H]([*:1])NC1,ZINC000002555297,1
CCC(=O)CC(C)[*:1],ZINC000002034329,6
NC/C(O)=N/C[*:1],ZINC000005112515,4
Clc1ccncc1[*:1],ZINC000604381020,1
N=C(N)NC[C@H](O)[*:1],ZINC000006360529,4
OC[C@H]1CO[C@@H]([*:1])O1,ZINC000001719255,5
C[C@H]1CO[C@@H]([*:1])C1,ZINC000014724253,2
SC1=C([*:1])OCC1,ZINC000100047338,1
CCO[C@@H]([C@H](C)O)[*:1],ZINC000095911407,4
CN1C=N[C@H]([*:1])C1,ZINC000022000671,2
NC(=O)[C@@H]1C[C@H]1C[*:1],ZINC000002099836,4
NC(=O)[C@@H]1C[C@H]1[*:1],ZINC000002099836,2
O=C(O)[C@H](F)[*:1],ZINC000003634659,3
C=C[C@H](CC=O)[*:1],ZINC000001850914,5
C[S@](=O)C/C=C/[*:1],ZINC000014590128,6
CSS/C=C/C[*:1],ZINC000014590128,7
C[C@H]1N=C([*:1])[C@@H](C)O1,ZINC000029786461,1
CC1=N[C@H]([*:1])O[C@@H]1C,ZINC000029786461,2
CC1=N[C@H](C)O[C@@H]1[*:1],ZINC000029786461,2
C[C@@H](O)/C=C/CC[*:1],ZINC000001765484,7
C[C@@H](O)/C=C/C[*:1],ZINC000001765484,6
C=C(C(=O)OCC)[*:1],ZINC000100216788,5
C=C(O)[*:1],ZINC000100216788,1
C=C(O)C(=O)O[*:1],ZINC000100216788,2
C=C(O)C(=O)OC[*:1],ZINC000100216788,4
C=COC(=O)/C=C/[*:1],ZINC000015113336,3
CC[C@@H](CS)CC[*:1],ZINC000031362026,9
CC[C@@H](CS)C[*:1],ZINC000031362026,8
CC[C@@H](CS)[*:1],ZINC000031362026,7
CCCC[C@H](CS)[*:1],ZINC000031362026,9
O=C(C[*:1])OCCO,ZINC000095617631,8
O=C(OCCO)[*:1],ZINC000095617631,7
C[C@@H](S)[C@@H](O)[*:1],ZINC000004501354,3
C[C@H](O)[C@H](S)[*:1],ZINC000004501354,3
CC(C)[C@H](C)[C@@H](C)[*:1],ZINC000002040186,5
CC(=O)[C@H](S)C[*:1],ZINC000004802634,8
CC[C@@H](S)C(=O)[*:1],ZINC000004802634,7
C1=CS[C@@H]([*:1])C1,ZINC000078326740,2
C/C=C/C/C=C/[*:1],ZINC000004102315,4
C/C=C/C/C=C/C[*:1],ZINC000004102315,4
NC(=O)[C@@H]1O[C@@H]1[*:1],ZINC000004102315,2
O=C1C[C@H]([*:1])ON1,ZINC000005134905,2
CC(C)C(=O)[C@@H](O)[*:1],ZINC000014448219,5
C=C[C@@H](C)C[C@H](O)[*:1],ZINC000014448219,6
C[C@@H](O)/C=C\[*:1],ZINC000030730673,2
C[C@@H](O)/C=C\C[*:1],ZINC000030730673,6
CC(=O)/C=C(/C)[*:1],ZINC000017411343,2
CC(=O)/C=C(/C)C[*:1],ZINC000017411343,3
NCCSC[*:1],ZINC000006020913,6
C[C@@H](CSCCN)[*:1],ZINC000006020913,9
CN[C@@H](C(=O)OC)[*:1],ZINC000045502393,6
C[C@@H]1C[C@H](S)[C@H]([*:1])O1,ZINC000091297568,3
C[C@@H]1O[C@H]([*:1])C[C@@H]1S,ZINC000091297568,2
C[C@@H]1C[C@H]([*:1])[C@H](C)O1,ZINC000091297568,3
CC/C=C\[C@H](O)C[*:1],ZINC000040165197,6
PCC[*:1],ZINC000095620710,2
C[N+](C)(CCP)[*:1],ZINC000095620710,2
C[N+](C)(CCP)C[*:1],ZINC000095620710,8
C[N+](C)(CCOP)[*:1],ZINC000095620710,3
POCC[*:1],ZINC000095620710,2
POC[*:1],ZINC000095620710,1
C[C@@H](S)CC(=O)[*:1],ZINC000032165360,6
CC(=O)C[C@H](S)[*:1],ZINC000032165360,7
CCOC(C)OC[*:1],ZINC000000404268,5
CCOC(C)O[*:1],ZINC000000404268,5
CCOC(C)[*:1],ZINC000000404268,2
CS/C=C\C#CC[*:1],ZINC000014593665,6
O=C(O)C(Cl)(Cl)[*:1],ZINC000003791092,3
S[C@@H]1C=C([*:1])SC1,ZINC000060159427,2
CC1=C[C@@H]([*:1])CS1,ZINC000060159427,1
O=C[C@@H](CO)[*:1],ZINC000000895313,5
C#C[C@@](C)(O)[*:1],ZINC000001849681,1
C#C[C@@](C)(O)C[*:1],ZINC000001849681,3
C#C[C@@](C)(O)CC[*:1],ZINC000001849681,5
CNC[C@@H](C(=O)O)[*:1],ZINC000085493860,7
CCC(C=O)C[*:1],ZINC000001866965,8
CCC(C=O)[*:1],ZINC000001866965,7
CC(=O)[C@H](CO)C[*:1],ZINC000033839258,9
CC(=O)[C@H](CO)[*:1],ZINC000033839258,6
COC(=O)[C@](C)(N)[*:1],ZINC000037459658,2
NC[C@@H](N)[*:1],ZINC000019366144,3
C=C[C@H](C)C[C@H](O)[*:1],ZINC000014448216,4
COC(=O)C(=O)[*:1],ZINC000014592713,1
N#C[C@H](O)[*:1],ZINC000008100870,1
C=C/C(C)=C/CC[*:1],ZINC000033843063,7
O=C[C@H](C(=O)O)[*:1],ZINC000003581296,5
O=S(=O)(NCCO)[*:1],ZINC000040309967,7
S[C@H]1CCO[C@H]1[*:1],ZINC000004262497,2
OCCCCO[*:1],ZINC000085625582,9
C/C=C/C=C\C[*:1],ZINC000033954913,3
C/C=C/C=C\CC[*:1],ZINC000033954913,5
CCC(C[*:1])C(=O)O,ZINC000000388073,8
CCC(C(=O)O)[*:1],ZINC000000388073,7
CO[C@@H]([C@H](C)O)[*:1],ZINC000100822413,3
O=C1C=C[C@@H]([*:1])N1,ZINC000238743840,1
O=C1C=C[C@@H](O[*:1])N1,ZINC000238743840,1
O[C@@H]1C=C[C@H]([*:1])C1,ZINC000049587745,1
C[C@H]1N[C@H]([*:1])SCS1,ZINC000013460366,2
O=[N+]([O-])NCC[*:1],ZINC000005410738,4
O=C(C(Cl)(Br)Br)[*:1],ZINC000013449981,3
ClC(Br)(Br)[*:1],ZINC000013449981,1
CC(=O)C(Br)(Br)[*:1],ZINC000013449981,3
CC(=O)C(Cl)(Br)[*:1],ZINC000013449981,4
CC1=CC[C@@]2([*:1])C[C@@H]12,ZINC000085599777,1
C[C@@H](N)C(=O)NC[*:1],ZINC000001575492,4
S[C@H]1CCS[C@@H]1[*:1],ZINC000032161939,3
C[C@H]1SCC[C@@H]1[*:1],ZINC000032161939,2
OCC(CO)N[*:1],ZINC000003788703,6
CNC(=O)C(=O)N[*:1],ZINC000100790024,1
O=COCC(=O)[*:1],ZINC000038190810,3
O=COCC(=O)C[*:1],ZINC000038190810,5
C/C=C/[S@@](=O)SC[*:1],ZINC000095618262,7
C/C=C/[S@@](=O)S[*:1],ZINC000095618262,4
S[C@@H]1CCS[C@H]1[*:1],ZINC000032161941,2
COC[C@@](C)(N)[*:1],ZINC000039072874,4
Cc1c([*:1])ssc1=S,ZINC000000001852,1
C[S@@](=O)CC[C@@H](N)[*:1],ZINC000003861731,6
N#CC[C@@](O)(CO)[*:1],ZINC000257498601,7
NCCSC[C@H](N)[*:1],ZINC000005828978,10
OCC[C@@H](O)C#C[*:1],ZINC000015270333,7
CSS[C@H](C[*:1])SC,ZINC000014590130,9
CSS[C@@H](SC)[*:1],ZINC000014590130,8
CC[C@@H](SSC)S[*:1],ZINC000014590130,9
CC(=O)COC(=O)[*:1],ZINC000001640814,4
O[C@H](CCl)[C@H](O)[*:1],ZINC000015112863,6
OC(=S)[*:1],ZINC000030724274,1
Cc1nc([*:1])no1,ZINC000096297072,1
CCC/C=C\C=C/[*:1],ZINC000014614339,5
C[C@@H]1C[C@](C)([*:1])CO1,ZINC000006031585,2
CC(=O)CN[*:1],ZINC000150347648,3
CC(=O)OC(C)[*:1],ZINC000000388088,1
N[C@H](CC(=O)O)C[*:1],ZINC000000895524,6
C[C@H](N)C[C@H](N)[*:1],ZINC000000895524,6
C[C@H](N)C[C@H](N)C[*:1],ZINC000000895524,7
CC(CN)[*:1],ZINC000004658586,2
O=CCC/C=C\C[*:1],ZINC000004538403,9
C[C@@H](NS(C)(=O)=O)[*:1],ZINC000096296870,2
C=CC[C@H](C(=O)O)[*:1],ZINC000005841914,6
C=CC[C@@H](CCC)[*:1],ZINC000005841914,9
C[C@H](O)[C@@H](O)[C@H](O)[*:1],ZINC000000895418,6
OCCCO[C@@H](O)[*:1],ZINC000085596898,6
C[C@@H](CCCCO)[*:1],ZINC000004528636,9
C1=C[C@H]2O[C@H]2C=C1[*:1],ZINC000005133103,1
C[C@@H]1OCC[C@@H]([*:1])O1,ZINC000038251275,2
CC[C@H](OC(C)C)[*:1],ZINC000002109867,3
C[n+]1ccc([*:1])cc1,ZINC000003861781,1
O=C(OO)[*:1],ZINC000038141555,1
CC(C)CCOC[*:1],ZINC000002534689,10
C/N=C(\C)[*:1],ZINC000100312054,1
C[C@@H]1OC[C@@H]([*:1])O1,ZINC000006031296,2
CN(C)C(=N)N[*:1],ZINC000001529718,2
CN(C)C(=N)NC[*:1],ZINC000001529718,6
O=C1OC[C@@H]([*:1])[C@H]1O,ZINC000004521480,2
O=C1OC[C@@H](O)[C@H]1[*:1],ZINC000004521480,3
O=C(O)[C@@H]1O[C@H]1[*:1],ZINC000034499762,1
C[C@@H]([C@@H](O)C(=O)O)[*:1],ZINC000005922661,3
C[C@@H](C(=O)O)[C@@H](O)[*:1],ZINC000006036974,7
CNC[C@H](O)[C@@H](O)[*:1],ZINC000002020259,7
C[C@@](O)(CCO)[*:1],ZINC000000895221,6
C[C@@](O)(CCO)C[*:1],ZINC000000895221,7
CC(C)[C@@H](O)C(=O)[*:1],ZINC000100823572,5
C[C@H](O)[C@H](CO)[*:1],ZINC000002037828,6
C[C@H](O)[C@@H](O)C[*:1],ZINC000002037828,4
CS[S@](=O)/C=C\[*:1],ZINC000014590137,6
C/C=C\[S@@](=O)S[*:1],ZINC000014590137,6
C/C(C[*:1])=N\O,ZINC000096448083,3
C/C=C/SS[C@H](C)[*:1],ZINC000014593075,10
CC1(C)[C@@H]([*:1])C1(Cl)Cl,ZINC000252694795,1
C=C[C@H](C(=C)C)[*:1],ZINC000014583973,6
CC(CO)[*:1],ZINC000001687155,2
ClC1([*:1])CO1,ZINC000005133273,2
OC[C@@H](O)/C=C/[*:1],ZINC000014771500,4
CC[C@@H](O)[C@@H](O)C[*:1],ZINC000027645250,7
CC[C@@H](O)C(=O)[*:1],ZINC000001849914,6
CC1=CCO[C@H]([*:1])C1,ZINC000005457464,2
C(=C\[*:1])/c1c[nH]cn1,ZINC000034633903,2
CC(C)CCCN[*:1],ZINC000085595929,8
C[C@@H](C(=O)O)[C@H](O)[*:1],ZINC000006036909,5
C[C@H]([C@@H](C)C(=O)O)[*:1],ZINC000006036909,5
OCC[C@@H](O)/C=C/[*:1],ZINC000014722383,7
C[N+]1([O-])CCC[C@@H]1[*:1],ZINC000013282550,3
CC(C)CC(O)C[*:1],ZINC000001691303,8
CC(C)CC(O)[*:1],ZINC000001691303,8
OCCCS[*:1],ZINC000001641187,9
O=C/C=C/C/C=C\[*:1],ZINC000080926862,6
CCCC#CC[*:1],ZINC000032226451,5
CCCC#CCC[*:1],ZINC000032226451,4
C=C(C)[C@@H](O)[C@H](O)[*:1],ZINC000001755668,8
c1c[nH]c(CN[*:1])n1,ZINC000077265286,3
O=[S@@]1C[C@H]([*:1])CS1,ZINC000015122253,2
C[C@H]1CNC([*:1])=N1,ZINC000002510102,1
CC1=N[C@@H]([*:1])CN1,ZINC000002510102,1
N=C(N[N+](=O)[O-])N[*:1],ZINC000253387756,3
OC1=CS[C@@H]([*:1])[C@H]1S,ZINC000100828530,2
C[C@@H]1SC=C([*:1])[C@@H]1S,ZINC000100828530,2
C[C@@H]1SC=C(O)[C@@H]1[*:1],ZINC000100828530,2
C=CCS/C=C/C[*:1],ZINC000070455098,9
C=CCS/C=C/[*:1],ZINC000070455098,6
CNC[C@H](OC)[*:1],ZINC000014719170,4
O=C1OCCC[C@H]1[*:1],ZINC000005839582,3
O=S(=O)(O)N[*:1],ZINC000004095529,1
C[C@H](O)/C=C/CC[*:1],ZINC000001765488,7
C[C@H](O)/C=C/C[*:1],ZINC000001765488,4
CC(C)COC[*:1],ZINC000012384709,7
CCNC(=O)C[*:1],ZINC000002046330,3
CCNC(=O)CC[*:1],ZINC000002046330,5
Cn1cc(I)c([*:1])n1,ZINC000033355952,1
C1CC[C@@]2([*:1])O[C@@H]2C1,ZINC000256009346,1
NC[C@@H](C(=O)O)[*:1],ZINC000000895531,7
O[C@H]1CCN[C@H]1[*:1],ZINC000002516853,2
C[C@H]1N=C([*:1])[C@@H](C)S1,ZINC000031500674,2
CC1=N[C@H](C)S[C@@H]1[*:1],ZINC000031500674,2
CC(=O)[C@@H](CO)C[*:1],ZINC000001850313,8
CC(=O)[C@@H](CO)[*:1],ZINC000001850313,5
CCCC(=O)C(=O)[*:1],ZINC000001663923,5
C[C@H]1S[C@H]1[*:1],ZINC000005736045,1
C=C(C(=O)COC)[*:1],ZINC000014490101,5
C=C(CC)C(=O)[*:1],ZINC000014490101,4
C=C(CC)C(=O)C[*:1],ZINC000014490101,4
CC(=O)CCC(C)[*:1],ZINC000002041073,8
CC[C@@](C)(O)[C@@H](O)[*:1],ZINC000000895982,5
OC[C@@H]1CN[C@@H]([*:1])C1,ZINC000002385617,4
C/C(=C\S)C[*:1],ZINC000100828987,3
C/C(=C\S)[*:1],ZINC000100828987,1
CC/C(=C/S)[*:1],ZINC000100828987,3
O[C@@H](CCS)[*:1],ZINC000004533097,7
CC(C)=CCS[*:1],ZINC000019440143,5
CC(C)=CCSC[*:1],ZINC000019440143,7
O=C(O)/C=C\C(=O)[*:1],ZINC000030320937,2
CC(C)[C@H](C=O)[*:1],ZINC000032006111,4
N=C(O)N[C@@H](O)[*:1],ZINC000094437740,3
CSS/C=C\C[*:1],ZINC000033830680,7
C/C=C/S[C@@H](CC)[*:1],ZINC000014680306,8
COC(=O)C(=O)N[*:1],ZINC000067890189,2
O[C@H]1CCS[C@H]1[*:1],ZINC000014724330,2
S[C@@H]1CCC[C@@H]([*:1])C1,ZINC000026515305,2
CCCC(=O)CC[*:1],ZINC000001648177,6
CC(C(=O)O)[*:1],ZINC000000901289,2
CC[C@H](O)C(=O)[*:1],ZINC000001849913,5
C[C@H](O)C(=O)OC[*:1],ZINC000014507033,4
S=C1N[C@@H]([*:1])CS1,ZINC000005134857,2
C[C@@H]1N=C([*:1])[C@@H](C)O1,ZINC000029786463,2
CC1=N[C@@H]([*:1])O[C@@H]1C,ZINC000029786463,1
CC1=N[C@@H](C)O[C@@H]1[*:1],ZINC000029786463,1
CC(COC=O)[*:1],ZINC000001867146,6
C[C@H]1C=CC([*:1])=CC1,ZINC000059587954,1
CCC[S@](=O)C[*:1],ZINC000005543439,5
O=C1CCC[C@@H]([*:1])C1,ZINC000003860606,2
CC[C@H](C)OC[*:1],ZINC000002035951,5
CCO[C@H](CC)[*:1],ZINC000002035951,4
CCO[C@@H](C)C[*:1],ZINC000002035951,5
Cc1[nH]nc(O)c1[*:1],ZINC000085879746,1
O[C@H]1CC[C@H](C[*:1])C1,ZINC000034206596,2
O[C@H]1CC[C@H]([*:1])C1,ZINC000034206596,2
OC[C@H]1CC[C@H]([*:1])C1,ZINC000034206596,4
C[C@@H]1OCC[C@H]([*:1])O1,ZINC000038251276,2
SC[C@@H](S)C[*:1],ZINC000005298876,5
CC[C@H](S)C[*:1],ZINC000005298876,4
