framework_scaffold	count
c1ccc(cc1)NCN2CCCC[C@@H]2c3cccnc3	3
c1ccc(cc1)CN[C@H]2C[C@H](OC2)CNCc3cccs3	3
c1ccc(cc1)CCCN/C=C/2\CC=C3[C@H](C2)c4ccccc4O3	3
c1ccc(cc1)/C=C/CC2=CCN([C@H]2c3ccccc3)c4ccccc4	3
c1cc2c(nc1)N(c3c(cccn3)NC2)C4CC4	3
c1ccc(cc1)[C@@H]2CCOCO2	3
c1ccc(cc1)COc2ccc(cc2)COc3ccccc3	3
C1CCC(=CC1)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]2C=C3CCCC[C@@H]3O2	3
C1CCC2=C[C@H](O[C@H]2C1)/C=C\C=C\C=C\C=C/C=C/C=C\C=C/[C@@H]3C=C4CCCC[C@H]4O3	3
c1ccc(cc1)[C@H]2CCOC3=C2COc4c3cccc4	3
c1cc2c3c(c1)O[C@H]4[C@]35CCN[C@H](C2)C5=CC=C4	3
c1ccc(cc1)[C@H]2Cc3cc4c(cc3OC2)OCC=C4	3
c1ccc(cc1)[C@@H](CCN2CCOCC2)C3=CCC=CO3	3
c1ccc(cc1)C2=CCc3ccc4c(c3O2)cco4	3
c1ccc(cc1)[C@@H]2CCOc3c2c4c(cc3)CCO4	3
c1ccc(cc1)/C=C\2/Cc3ccc4c(c3O2)[C@H](CCO4)c5ccc(o5)c6ccccc6	3
c1ccc2c(c1)[C@@]3(CCNC3)CN2	3
C1CC[C@H]2COC[C@H]2C1	3
c1ccc(cc1)C2=CCc3cc4c(cc3O2)OCC=C4	3
C1CCC[C@@H]2CC[C@@H]2CCC1	3
C1C[C@H]2CC[C@@]3(C1)[C@@H]2CCC3	3
c1ccc(cc1)[C@@H]2OC[C@@H]3[C@@H](O2)CCCO3	3
C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@@H]2CC[C@@H]4[C@H]5CCCC[C@@H]5CC=C4C3	3
c1ccc(cc1)C2=CCc3ccccc3N2	3
c1ccc(cc1)CCSCCNCCCNCCCCO[PH3]O[PH3]OC[C@@H]2CC[C@@H](O2)n3cnc4c3ncnc4	3
c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@H]4CC[C@@H](CO4)O[C@@H]5CCCCO5	3
c1ccc(cc1)N2C[C@H]3[C@@H](C2)[C@@]4(CNc5c4cccc5)N[C@@H]3Cc6c[nH]c7c6cccc7	3
c1ccc(cc1)C2=CCc3cocc3C=C2	3
c1csc(c1)c2n[nH]c(c2)[C@@H]3[C@H]4CCN(C3)CC4	3
c1ccc2c(c1)[C@@H]3CC[C@H](C3)O2	3
c1cc2c3c(c1)O[C@H]4[C@]35CC[NH2+][C@H](C2)[C@@H]5C=CC4	3
c1ccc2c(c1)[C@]3(CCN[C@H]3N2)[C@]45CCN[C@H]4Nc6c5cccc6	3
c1ccc(cc1)CNC[C@@H](c2ccccc2)N3CCCC3	3
c1ccc(cc1)[C@@H]2[C@H]3C[C@@H]([C@H]4[C@H]2CO[C@H]4C3)[C@@H]5CCc6ccccc6O5	3
c1ccc(cc1)/C=C/CO[C@@H]2CCCO[C@H]2OC[C@@H]3CC[C@H]([C@@H](O3)OC4=C(Oc5ccccc5C4)c6ccccc6)O[C@H]7CCCO7	3
c1ncnc2c1ncn2[C@@H]3O[C@@H](CC3)CO[PH3]O[PH3]OCCCCNCCCNCCSCCCC[C@H]4CCCC4	3
c1ccc(cc1)C2CCN(CC2)C[C@@H]3CCCN3	3
c1ccc(cc1)/C=C/Cc2ccc(cc2)O[C@@H]3CCCCO3	3
C1C[C@@H]2CNCCN2C1	3
c1ccc(cc1)CCNCCNC[C@@H]2CS[C@H]3N2Cc4c3cccc4	3
C1C[C@@H]2CC[C@H]3CC=C([C@@H]2C3)OC1	3
c1ccc(cc1)CO[C@H]2CCCO[C@@H]2Oc3ccc4c(c3)OC=C(C4)c5ccccc5	3
c1cc2c3c(c1)O[C@H]4[C@@]35CCN[C@H](C2)[C@@H]5C=CC4	3
C1C[C@H]2[C@@H](CC[C@@H]3CO[C@@H]4[C@]35[C@H]6C[C@]2(O5)OC[C@@H]7[C@H]6C[C@H]4OC7)[C@H]8[C@H]1CC=CC8	3
c1ccc(cc1)C2=Cc3cccc(c3OC2)CN4CCNCC4	3
c1ccc(cc1)c2coc3c2cc4c(c3)OCC=C4c5ccccc5	3
c1cc2c(c(c1)O[C@@H]3CCCCO3)NCC=C2	3
C1C[C@@H]2[C@H](CC=C3[C@@H]2CC=CC3)[C@H]4C[C@H]5[C@H]6CCO[C@@H](C6)[C@@H]7[C@@]5([C@H]1CO7)O4	3
c1ccc(cc1)COC[C@H]2CCC[C@H](O2)Oc3ccc-4cc3CCCCCCCc5cccc4c5	3
c1ccc(cc1)CCCN2CCN3C[C@H](c4c5ccccc5[nH]c4[C@H]3C2)c6ccccc6	3
c1ccc(cc1)[C@@H]2[C@H]3C[C@@H]([C@H]4[C@H]2CO[C@H]4C3)[C@H]5CCc6ccccc6O5	3
c1ccc2c(c1)CC(=CO2)CC3=CCC=CO3	3
c1ccc(cc1)/C=C/CNCCN/N=C/c2ccccc2	3
c1ccc2c(c1)CC[C@H](O2)c3ccc(cc3)O[C@@H]4[C@@H](CCCO4)O[C@@H]5CCCO5	3
c1ccc(cc1)[C@H]2Cc3c(cccc3O2)[C@@H]4CCc5ccccc5O4	3
C1C[C@H]2CC[C@@H]2CC[C@@H]3[C@H](C1)O3	3
c1ccc(cc1)CO[C@@H]2Cc3cccc(c3O[C@H]2c4ccccc4)[C@@H]5c6ccccc6O[C@@H]([C@@H]5OCc7ccccc7)c8ccccc8	3
c1ccc(cc1)CO[C@@H]2CO[C@H]3[C@@H]2OCO3	3
c1ccc(cc1)C[C@@H](CN2CCCCC2)N[SH4]c3ccccc3	3
C1C[C@H]2CO[C@]3(C1)[C@@H]2C[C@@]45[C@]36[C@@H]4C[C@H](C5)CC6	3
c1ccc(cc1)C2=COc3c(ccc4c3CCO4)C2	3
c1ccc(cc1)c2ccc3ccc4c5c3c2C[C@H]6[C@@H]5[C@H]7c8c(ccc9c8c(c(cc9)c1ccccc1)C[C@@H]7O4)O6	3
c1ccc(cc1)N2C=C(CN=C2)[C@H]3c4cc5c(cc4CCN3)OCO5	3
c1ccc(cc1)COc2cc3c4c5c2CC(=C(C5)Nc6ccccc6)NCC=CC=CCCCCCCCCC=CO[C@H](C4)O3	3
c1coc2c1cc3c(c2)OCC(=C3)CCCN4CCCCC4	3
c1ccc(cc1)CN2CCC[C@H]2c3nc(no3)c4cncnc4	3
C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC[C@H]4[C@H]3CC[C@H]4[C@H]5CCCCO5	3
C1CC[C@]23C[C@H]4C=CC[C@H]([C@@H]2C1)C[C@H]4O3	3
c1cc2c(cc1O[C@@H]3CCCCO3)OCCC2	3
C1C[C@@H]2CC[C@H](O2)/C=C\[C@H]3[C@@H]1CCO3	3
c1ccc2c(c1)CC(=CO2)c3ccc4c(c3)OCO4	3
c1cocc1[C@H]2C[C@@H]3[C@@H]4CCCC[C@H]4[C@H]5C[C@@]3(O2)CO5	3
C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@H]2CC[C@H]4[C@H]3CCC4	3
c1ccc(cc1)CCCN2CCC=CC2	3
c1ccc2c(c1)CC[C@H](O2)c3cccc4c3C=C(C=CC4)[C@@H]5CCc6ccccc6O5	3
c1ccc(cc1)C[C@H]2Cc3ccc(cc3O2)O[C@@H]4CCCCO4	3
C1CC[C@H]2[C@H](C1)CC[C@@]34[C@H]2CC[C@@H](C3)C=C4	3
C1CC[C@@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC=C4[C@H]3CC[C@@H]5[C@H]4C[C@@H]6C[C@H]5OC6	3
C1CCN(C1)CCCCOCC[C@H]2CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CCC5=CCCC[C@H]45	3
c1ccc(cc1)C2=COc3cc4c(cc3C2)OCO4	3
C1CCC(=C=C/C=C/C=C/C=C/C=C/C=C\2/C=C(CO2)/C=C/[C@@H]3CCCC=C3)CC1	3
C1CC[C@@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CC[C@H]4[C@H]5CCCCO5	3
C1C[C@H]2[C@H]3CCC=C[C@H]3O[C@@H]2C1	3
c1ccc(cc1)C2=COc3c(cccc3CN4CCCCCC4)C2	3
c1ccc(cc1)c2c[nH]c(n2)[C@@H]3COCCN3C4CCC4	3
c1ccc(cc1)/C=C/CO[C@@H]2CC[C@@H]3C[C@H]2OC3	3
C1CC[C@H]2[C@@H](C1)CC[C@H]3C2=CC[C@H]4[C@H]3CC[C@@H]5[C@@H]4CC[C@H](C5)O[C@H]6CCCCO6	3
C1CCC(=CC1)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H]2C=C3CCCC[C@@H]3O2	3
C1CC=C2C=COC[C@H]2C1	3
c1ccc2c(c1)c3cc4c(cc3o2)O[C@@H]5Cc6c(c7ccccc7o6)[C@H]8[C@@H]5[C@@H]4C=CC8	3
c1ccc2c(c1)Cc3cccc(c3C2)O[C@H]4CCC[C@H](O4)CO[C@H]5CCCCO5	3
C1CC2(CC=C1)COCOC2	3
C1CC[C@@H]2[C@@H](C1)CC[C@]34[C@H]2CC[C@H](C3)[C@@H]5[C@H]4O5	3
c1cc2c(cc1O[C@H]3CCCCO3)OCC4=C2CCC4	3
c1ccc2c(c1)[C@H]3C[C@H]4[C@@]2(CCCC4)CO3	3
c1ccc(cc1)COc2ccc3c(c2)OCC(=C3)C4=CCOc5c4cccc5	3
c1ccc(cc1)CN2CC[C@@H]3[C@H]2CN(CN3)c4ccccc4	3
c1ccc2c(c1)cccc2/N=N/c3cccc4c3cccc4	3
c1ccc(cc1)/C=C\2/Cc3cccc(c3O2)CN4CCNCC4	3
c1ccc(cc1)C[C@H]2[C@]3(CNc4c3cccc4)[C@@H]5CCCN5[C@@]26CNc7c6cccc7	3
c1ccc(cc1)/C=C\C2=CC=CCO2	3
c1ccc2c(c1)C/C(=C\c3c[nH]c4c3cccc4)/O2	3
c1ccc2c(c1)[C@@]3(CCN[C@@H]3N2)[C@]45CCN[C@H]4Nc6c5cccc6	3
c1ccc(cc1)c2ccc3ccccc3n2	3
C1C[C@H]2CC[C@H]3[C@H]([C@@H]2C1)CC[C@H]4[C@@H]3C=CCC4	3
c1ccc(cc1)CCNCc2cc(nc3c2cccc3)c4ccccc4	3
C1CC[C@@H]2[C@@H](C1)CC[C@H]3[C@H]2CCC3	3
c1ccc(cc1)[C@H]2Cc3cc(ccc3O2)[C@@H]4CCc5ccccc5O4	3
C1C[C@@H]2CCC[C@@H]2[C@@H]3[C@H](C1)CCO3	3
c1cn(nn1)C[C@H]2C[C@@H]3CCN2C[C@@H]3CNc4nccs4	3
c1ccc(cc1)C2=CCc3ccc(cc3O2)OCCN4CCCCC4	3
c1ccc(cc1)Cc2cc3c(cc2O[C@@H]4CCCCO4)Cc5c(cccc5/C=C/c6ccccc6)C3	3
c1ccc(cc1)[C@@H]2c3c(c4ccccc4[nH]3)CCN2CCCOc5ccccc5	3
C1C=CSS1	3
c1ccc(cc1)COC[C@H]2CCC[C@@H](O2)OCc3ccccc3	3
C1C[C@@H]2CC=CC[C@@H]2[C@H]3[C@H]1CCO3	3
c1ccc(cc1)C2CCCC2	3
c1ccc(cc1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)c4ccc(cc4)O[C@@H]5CCCCO5	3
c1ccc(cc1)/C=C/[C@]23Cc4ccccc4N2CCN3	3
c1cc(cnc1)c2nc(on2)[C@@H]3CCCN3CC4CC4	3
C1CC[C@@]23C[C@@H](CC[C@@H]2C1)[C@@H]4[C@H]3O4	3
c1ccc(cc1)OCCCCN2CCCC[C@H]2c3cccnc3	3
c1ccc(cc1)CO[C@H]2Cc3ccccc3O[C@H]2c4ccccc4c5ccccc5C6=C(Cc7ccccc7O6)O[C@@H]8CCCCO8	3
C1CC[C@@H]2[C@H](C1)CC[C@@H]3C2=CC[C@H]4[C@H]3CC[C@@H]5[C@@H]4CC[C@@H](C5)O[C@H]6[C@@H](CCCO6)O[C@H]7CCCCO7	3
c1ccc(cc1)[C@@H]2C=COC3=C2OC=CC3	3
c1ccc2c(c1)nc3n2CCN(C3)C[C@@H]4CCCN5[C@@H]4CCCC5	3
C1C[C@@H]2[C@@H]3CCC=C[C@@H]3O[C@@H]2C1	3
c1ccc(cc1)CN2C[C@@H]3C[C@@H](C2)C4=CC=CCN4C3	3
c1ccc(cc1)C[C@H]2c3ccccc3CC[NH2+]2	3
c1ccc2c(c1)CC(=CO2)c3ccccn3	3
c1ccc(cc1)CN2Cc3c(nc[nH]3)NC2	3
C1CCO[C@@H](C1)O[C@@H]2CC[C@H]3[C@@H](C2)CC[C@@H]4[C@@H]3CC[C@H]5[C@@H]4CC[C@H]5C6=CCOC6	3
c1ccc2c(c1)c3cc4c(cc3o2)O[C@@H]5Cc6c(c7ccccc7o6)[C@@H]8[C@H]5[C@@H]4C=CC8	3
c1ccc2c(c1)CCN(C2)C[C@@H]3CO[C@H]4[C@@H]3C[C@@H]5CCCC=C5C4	3
C1CC[C@H]2[C@H](C1)CC[C@@]34[C@@H]2CC[C@@H](C3)[C@H]5[C@@H]4O5	3
c1ccc(cc1)/C=N/Nc2ccccc2	3
c1ccc(cc1)/C=C/COc2ccc3c(c2)OC(=C(C3)O[C@H]4CCCCO4)c5ccccc5	3
c1ccc(cc1)NCCCc2ccc3c(c2)C=CCO3	3
c1ccc(cc1)/C=C\C/C=C\c2ccccc2	3
c1coc2c1cc3c(c2)O[C@H]4COc5cc6c(cc5[C@H]4C3)OCO6	3
c1ccc2[c-](c1)c(cn2)OC[C@H]3CCCO3	3
c1ccc(cc1)/C=C/COC[C@H]2CCC[C@H](O2)OC3=C(Oc4ccccc4C3)c5ccccc5	3
c1ccc2c(c1)CCCCCCCc3cc(cc4c3CCCO4)CC#C2	3
c1ccc(cc1)[C@@H]2Cc3cccc(c3)[C@@]4(CC/C=C/C[C@@H]2CCCCCC[C@H]5CCC=C5)CC[C@@H]6C=c7ccccc7=C[C@@H]6C4	3
c1ccc2c(c1)c(c[nH]2)CCNCC3CCNCC3	3
c1ccc(cc1)C[C@H]2c3cc(ccc3CCN2)Oc4cccc(c4)C[C@@H]5c6ccccc6CCN5	3
C1C[C@@H]2CCO[C@@H]2[C@@H]3C=CCC3=C1	3
c1ccc2c(c1)[C@H]3COc4cc5c(cco5)cc4[C@H]3O2	3
C1CC[C@@H]2[C@@H](C1)CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CCC4	3
C1CCN(CC1)CCCNCC2=CCOC23CCNCC3	3
C1CC[C@@H]2[C@@H](C1)CC[C@]34[C@@H]2C[C@@H](CC3)C=C4	3
c1ccc(cc1)C[C@@H]2c3cc(ccc3CCN2)Oc4cccc(c4)C[C@@H]5c6ccccc6CCN5	3
c1cc2c(cc1OC[C@@H]3CCC[C@@H]4[C@@H]3CCCC4)OCC=C2	3
c1ccc(cc1)NC[C@H]2[C@@H]3O[C@@]4([C@H]2CN([C@@H]4CN[C@H]5CCCCC5)C[C@H]6Oc7c(cccc7)OC6)C=C3	3
C1CCCCO[C@H]2CC[C@H](CCCCCCCCO[C@H]3CC[C@@H](CCC1)NC3)NC2	3
c1ccc(cc1)/C=C/CO[C@H]2CC[C@]34C[C@@]35CC[C@@H]6CCC[C@H]6[C@@H]5CC[C@H]4C2	3
c1ccc(cc1)COC[C@H]2CCC[C@@H](O2)O[C@H]3CCCO3	3
C1CC[C@@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@@H]4C3=CC[C@H]5[C@@H]4CCCC5	3
C1C[C@@H]2CC[C@@H]3O[C@H]4[C@@]2([C@@H](C1)CCO4)OO3	3
C1C[C@@H]2[C@@H](CC[C@@H]3CO[C@@H]4[C@@]35[C@H]6C[C@@]2(O5)OC[C@@H]7[C@@H]6C[C@@H]4OC7)[C@H]8[C@@H]1CC=CC8	3
c1ccc(cc1)NCN[C@@H]2C[C@@H](OC2)CN3CCNCC3	3
c1ccc(cc1)C2(CCCC2)CN3CCc4ccccc4C3	3
C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC[C@@H]4C3=CC[C@@H]5[C@@H]4CCCC5	3
c1ccc(cc1)/C=C/CC2=C(CC=CC2)O[C@@H]3CCCCO3	3
C1C/C=C\CC/C=C\CC1	3
C1C/C=C/C/C=C\[C@H]2[C@@H](C1)CCO2	3
C1CCO[C@@H](C1)O[C@@H]2CC[C@H]3[C@@H](C2)CC[C@@H]4[C@@H]3CC[C@H]5[C@H]4CCC5	3
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC=C4[C@@H]3CC[C@H]5[C@H]4C[C@H]6C[C@@H]5OC6	3
c1ccc(cc1)CN2CCN3[C@@H](C2)Cc4c5ccccc5[nH]c4[C@@H]3c6ccccc6	3
C1CC[C@@H]2[C@H](C1)CC[C@@H]3[C@@H]2C=CC4=C5CCCC[C@@H]5CC[C@@H]34	3
c1ccc(cc1)CNCC2=CCOC23CCN(CC3)[SH4]c4cccs4	3
C1C[C@H]2CCO[C@@H]2[C@H]3C=CC[C@H]3C1	3
C1CC[C@@H]2[C@@H](C1)CC[C@@H]3[C@@H]2CCC4=C5CCCC[C@@H]5CC[C@@H]34	3
c1c2c(cc3c1C=CCO3)O[C@@]45[C@H]6C[C@H](C[C@H]4OC6)C=C5C2	3
c1ccc2c(c1)CO[C@@H]2N3CCCC3	3
C1CCC(CC1)NCOC[C@]23CC=C[C@@H](C2)COC3	3
c1ccc(cc1)/C=C/CO[C@H]2CCCO[C@@H]2Oc3ccc4c(c3)OC=C(C4)c5ccccc5	3
c1ccc2c(c1)c(c[nH]2)CCN[C@H]3CCCc4c3[nH]c5c4cccc5	3
c1ccc(cc1)[C@@H]2CCNCCN3CCC[C@@H]3CNCCNCCN2	3
c1ccc(cc1)/C=C/COc2ccc3c(c2)OC(=C(C3)O[C@@H]4CCCCO4)c5ccccc5	3
c1ccc(cc1)N2C/C(=C\NC[C@@H]3c4cc5c(cc4CCN3)OCO5)/CNC2	3
c1ccc2c(c1)C=C[C@H]3[C@@H]2O3	3
c1ccc2c(c1)Cc3ccc(cc3C2)CO[C@@H]4CCCCO4	3
c1ccc(cc1)CSCCNCCOc2ccc3c(c2)OCC=C3	3
c1ccc(cc1)/C=C\2/Cc3ccc4c(c3O2)[C@H](CCO4)c5cc6ccccc6nc5	3
c1ccc(cc1)CN2CCC[C@H]2c3nc(no3)c4ccnc(c4)N5CCCCC5	3
C1C[C@@H]2CNCC3(N2C1)CNC3	3
C1CCC2=C[C@@H](O[C@@H]2C1)/C=C\C=C\C=C\C=C/C=C/C=C\C=C/[C@H]3C=C4CCCC[C@@H]4O3	3
c1ccc(cc1)C[C@H]2[C@H](CC=C[C@@H]2c3ccc(cc3)c4cc5ccccc5o4)c6ccccc6	3
c1ccc(cc1)NCNC[C@H]2C[C@@H]3CCN2C[C@@H]3CN4CCCC4	3
c1ccc(cc1)C[C@@]2(CNCN(C2)c3ccccc3)CN4C[C@H]5C[C@@H](C4)C6=CC=CCN6C5	3
c1ccc(cc1)C2=COc3cc(ccc3C2)OCCN4CCCCC4	3
c1cocc1CO[C@H]2CCCCO2	3
c1ccc2c(c1)CCN(C2)CCc3c[nH]c4c3cccc4	3
c1ccc(cc1)NCO[C@@H]2CC[C@@H]3[C@H](C2)CCC[C@H]3CCN4CCCC4	3
C1CCC2=CC=C3[C@H]4CCC[C@@H]4CC[C@@H]3[C@H]2C1	3
C1C[C@H](C=CC1)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]2C=CCCC2	3
c1ccc(cc1)/C=C/CO[C@@H]2C[C@@H]3C[C@H](C2)OC3	3
c1ccc(cc1)c2nc(co2)CSc3[nH]c4c(n3)CNC=N4	3
c1ccc2c(c1)[C@@H]3C=CC[C@H]3CN2	3
c1ccc(cc1)[C@H](CN/C=C/2\CC=C3[C@H](C2)c4ccccc4O3)c5c[nH]c6c5cccc6	3
c1ccc(cc1)[SH4]N[C@H]2C[C@H](C2)Cc3nocc3	3
c1ccc(cc1)CCCc2ccccc2O[C@@H]3CCCCO3	3
C1C[C@@H]2[C@H](CC=C3[C@H]2CC=CC3)[C@H]4C[C@H]5[C@H]6CCO[C@@H](C6)[C@@H]7[C@@]5([C@H]1CO7)O4	3
c1ccc(cc1)C2(CCOCC2)CNCCn3ccc4c3cccc4	3
c1ccc(cc1)CN2C[C@H]3[C@H]([C@H]4C=C[C@@]3([C@@H]2CNC5CCCCC5)O4)CNc6ccccc6	3
C1C[C@H]2C[C@H]2[C@H]3CCC=C3C1	3
C1C[C@@H]2C[C@H](C1)[C@@H]3[C@H]2CCC3	3
c1ccc(cc1)C2=CCc3ccc4c(c3O2)Cc5c(nc6n5ccs6)O4	3
c1ccc2c(c1)cc(cn2)CC3=CC=CNC3	3
c1cocc1[C@H]2[C@@H]3CCC=C4C3=C(CO2)[C@@H]5[C@H](C4)CC[C@]67[C@@H]5OC[C@@H]6O7	3
C1CC[C@@H]2[C@@H](C1)CC[C@H]3[C@H]2CC[C@H]4[C@@H]3CC[C@@H]4[C@@H]5CCCO5	3
c1ccc(cc1)[C@@H]2COc3cc(ccc3O2)[C@@H]4COc5ccccc5O4	3
c1ccc(cc1)NCNC[C@@H]2CCCN3[C@@H]2CCCC3	3
c1ccc(cc1)NCCSc2[nH]c3c(n2)CNC=N3	3
C1CCO[C@@H](C1)O[C@H]2C=CCN2	3
c1ccc(cc1)/C=C/CO[C@H]2CC[C@@H]3[C@@H]4CC[C@@H]5CCC[C@@H]5[C@H]4CC=C3C2	2
C1CCO[C@H](C1)O[C@@H]2CC[C@@H]3[C@H]4CC[C@H]5[C@H]([C@@H]4CC=C3C2)C[C@H]6[C@@H]5C[C@@]7(O6)CCCCO7	2
c1ccc(cc1)[C@H]2Cc3ccc4c(c3OC2)CCCO4	2
c1ccc(cc1)COC[C@H]2CCC[C@H](O2)Oc3cccc4c3Cc5ccccc5C4	2
C1C[C@@H]2[C@H](CC[C@H]3[C@H]2CC=C3C[C@H]4CC=CCO4)[C@@H]5[C@@H]1CC=CC5	2
C1C[C@@H]2[C@@H]3O[C@@H](C2)C[C@@H]3C1	2
c1ccc(cc1)NCN[C@H]2CCCC=C2	2
C1C[C@H]2CC[C@@H]3[C@@H]([C@H]2C1)CCC4=CCC=C[C@H]34	2
C1CCO[C@H](C1)O[C@H]2C=CCC[C@@H]3[C@H]2CC[C@H]4[C@]35[C@H](O5)CC4	2
c1ccc2c(c1)c3c([nH]2)[C@H]4[C@H](C3)CC[C@H]5[C@@H]4CC[C@H]6C5=CCCO6	2
c1ccc(cc1)CC[C@@H]2c3c(c4ccccc4[nH]3)C[C@@H]5N2CCN(C5)CCc6ccccc6	2
c1ccc2c(c1)[nH]c(n2)CO[C@@H]3CCN(C3)Cc4nccs4	2
c1ccc(cc1)NC[C@H]2[C@@H]3O[C@@]4([C@H]2CN([C@@H]4CN[C@H]5CCCCC5)CCN6CCOCC6)C=C3	2
c1ccc(cc1)CO[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NCNc4ccccc4	2
C1CCC2=C(C1)COC2	2
c1ccc(cc1)/C=C/CO[C@@H]2C(=CCO2)CC[C@@H]3CCC[C@@H]4[C@H]3CC[C@H]5[C@H]4CCCC5	2
c1ccc(cc1)CN[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OCNc4ccccc4	2
c1ccc(cc1)CCOCC[C@@H]2CCOC=C2	2
c1ccc(cc1)CCCN[C@@H]/2CCCc3ccccc3CC/C=C2	2
C1CC[C@H]2CCO[C@H]2[C@@H]3[C@H](C1)CCCO3	2
c1cncnc1N[C@@H]2CCCO2	2
c1ccc(cc1)CO[C@@H]2C[C@@H]3CC[C@@H]4[C@H]5CC[C@@H]6CCC[C@H]6[C@@H]5CC[C@H]4[C@@H]3C2	2
c1cocc1[C@H]2[C@@H]3CC[C@H]4[C@H]5CCCOC[C@H]5CC[C@@H]4[C@@]36[C@@H](O6)CO2	2
C1C[C@@H]2CC[C@@H]2CC[C@@H]3[C@H](C1)O3	2
C1CCN(C1)C[C@@H]2CCCO2	2
c1ccc2c(c1)Cc3cc(c(cc3C2)O[C@@H]4[C@H](CCCO4)OCCc5ccncc5)Cc6ccccc6[N+]7=CN=C8C7=NC=NC8	2
c1ccc(cc1)C2=CC=C3[C@@H]4C[C@@H](CN(C4)Cc5ccco5)CN3C2	2
C1C=C2C(=CCO2)CO1	2
c1cc2c(c3c1C4=C(COCC4)CO3)[C@@H]5C=CO[C@H]5O2	2
C1C[C@H]2C[C@@H]3CC[C@@H]([C@H]2C1)OC3	2
c1ccc(cc1)CO[C@H]2CC[C@@H]3[C@@H](C2)CC[C@@H]4[C@@H]3CC[C@H]5[C@@H]4CC[C@H]6[C@@H]5CCCC6	2
c1cc(oc1)CC#C[C@@H]2CO2	2
c1ccc2c(c1)CC/C=C\CNCCC#C2	2
C1CCO[C@H](C1)O[C@H]2CC[C@H]3[C@H](C2)CC[C@H]4[C@H]3[C@@H]5C[C@]6([C@H]4CCC6)CO5	2
c1ccc2c(c1)CN(C2)CCN3C[C@@H]4C[C@H](C3)C5=CC=CCN5C4	2
c1ccc(cc1)C[C@@H]2COC[C@@H]2Cc3ccc(cc3)O[C@@H]4CCCCO4	2
c1coc2c1[C@@H]3CC[C@@]45CC[C@@H](C4)CC[C@H]5[C@H]3CC2	2
C1C[C@H]2CC[C@@H]3C[C@@]2(C1)[C@H]4OC[C@H]3O4	2
C1CC[C@@H]2[C@@H](C1)CC[C@@H]3[C@H]2CC=C4[C@H]3CC[C@@H]5[C@@H]4CCCC5	2
c1ccc2c(c1)C[C@]3([C@@](C2)(O3)COC[C@@H]4CCC=CC4)C/C=C/CCc5ccncc5	2
c1ccc(cc1)CN2CCN(CC2)CCCN3[C@H]([C@@]45O[C@H]([C@H]([C@H]4C3)CNc6ccccc6)C=C5)CN[C@H]7CCCCC7	2
c1ccc(cc1)C[C@@H]2CC[C@@H]3[C@@H]2[C@H]4C[C@H]4CCC3	2
C1CC[C@@H]2[C@H](C1)CC[C@H]3C2=CC=C4[C@H]3CC[C@@H]5[C@H]4CCCC5	2
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@@H]4[C@@H]3CC[C@H]5[C@H]4CCCC5	2
c1ccc(cc1)CCNCCOc2ccc3c(c2)OCC4=C3CCCC4	2
c1ccc(cc1)[C@@H]2C#C[C@@H]3C[C@@H](CCC[C@@H]3CCCCCc4c2cccc4)Cc5ccncc5	2
c1ccc(cc1)CNCC[C@H](c2ccccc2)c3c[nH]c4c3cccc4	2
c1ccc(cc1)Cn2c3c(nc2N4CCCCC4)NCNC3	2
c1ccc(cc1)[C@H]2C(=CNCN2)COCCOc3ccccc3	2
c1ccc(cc1)[C@@H]2CCc3c(cccc3O2)c4cccc5c4CC[C@H](O5)c6ccccc6	2
C1CC[C@@H]2[C@@H](C1)CCC[C@H]2C/C=C\3/CCOC3	2
C1C[C@@H]2CCO[C@H]2C[C@H]3CC[C@@H](C1)O3	2
c1ccc2c(c1)[nH]c(n2)C[C@@H]3CCCN(C3)Cc4ccccn4	2
c1ccc(cc1)CCN2CCC3(CC2)c4cccn4-c5ccccc5N3	2
c1ccc2c(c1)cc(o2)c3cccc4c3OCC=C4	2
c1conc1C[C@@H]2CCCNC2	2
c1cocc1[C@@H]2CCCO2	2
c1ccc(cc1)[C@H]2CCC3=C(C2)Nc4ccccc4N[C@H]3c5ccccc5	2
