framework_scaffold	count
c1ccc(cc1)CNCc2ccon2	1
c1cnccc1CNCCON=C2CC[C@@H]3[C@H]4CC[C@@H]5CCC[C@@H]5[C@H]4CCC3=C2	1
c1cc2c3c(c1)C[C@]4([C@@](C3)(O4)COC[C@@H]5CC[C@H]6C=CC[C@@H]([C@H]6C5)CCCC[C@@H](C2)Cc7cccnc7)C/C=C/CCc8ccncc8	1
c1ccc2c(c1)c3cc[nH+]cc3[nH]2	1
C1C[C@H]2CNCC3(N2C1)CN(C3)C4COC4	1
c1ccc(cc1)CNCN[C@H]2C[C@@H](C=C2)c3cnn(c3)c4ccccc4	1
c1ccc(cc1)CN2Cc3c([nH]cn3)C[C@H]2c4nc(no4)c5ccc6ccccc6c5	1
c1cc(cnc1)C2=NCCC2	1
C/1C[C@H]2[C@H](O2)CC[C@@H]3[C@@H](O3)C/C=C1	1
c1ccc(cc1)/C=C/CO[C@@H]2CCCO[C@H]2Oc3ccccc3	1
c1coc2c1[C@H]3CC[C@@]45CC[C@@H](C4)CC[C@H]5[C@@H]3CC2	1
c1ccc(cc1)[C@@H](CNc2ccccc2)Sc3ccccc3	1
c1ccc(c(c1)[C@H]2CCOc3c2c4c(cc3)C=CCO4)OCCc5ccc6c(c5)CCO6	1
c1ccc2c(c1)CO[C@@H]2N3CCC[C@H]3CNCc4ccco4	1
c1ccc(cc1)c2ccc(cc2)/C=C/[C@@]34Cc5ccccc5N3CCCN4	1
c1ccnc(c1)CN2CCC(CC2)c3csc(n3)CN4CCCC4	1
C1CCO[C@H](C1)O[C@H]2CCCO[C@@H]2O[C@H]3CC[C@@H]4[C@H](C3)CC[C@H]5[C@H]4CC[C@@H]6[C@@H]5CCC6	1
c1ccc(cc1)CN[C@@H]2CCOC2	1
c1ccc(cc1)N2CCN(CC2)CC[C@@H]3CCCN(C3)CCOc4ccccc4	1
C1CC[C@H]2[C@H](C1)CC[C@]34[C@H]2CC[C@@H](C3)CC4	1
c1ccc2c(c1)cns2	1
c1ccc(cc1)[C@@H](c2occc2)CCNC[C@H]3CCOCC3	1
c1ccc(cc1)COC[C@@H]2CCC[C@@H](O2)Oc3cccc4c3Cc5ccccc5C4	1
c1ccc(cc1)CCCNCCOC2=COC(=CC2)CN3CCc4ccccc4C3	1
c1ccc(cc1)n2nc3ccccc3n2	1
c1ccc(cc1)/C=C/CN2CC[C@@H]3CCCC[C@H]3[C@H]2c4ccccc4	1
c1cocc1[C@@H]2[C@@H]3CCC=C4C3=C(CO2)[C@@H]5[C@@H](C4)CC[C@@]67[C@H]5OC[C@@H]6O7	1
c1ccc(cc1)/C=C/CO[C@H]2CCCNC2	1
C1C[C@@H]2C[C@@H]3C(=CCO3)C[C@H]2C=C1	1
c1ccc(cc1)C[C@@H]2[C@H]3CCC[C@@H]\4[C@]3(C/C=C\CCCC/C=C4)CN2	1
c1ccc(cc1)[C@@H]2CCN(C[C@@H]2COc3ccc4c(c3)OCO4)C[C@H]5CO[C@H]6[C@@H]5C[C@H]7CCCC[C@@H]7C6	1
c1nc([nH]n1)Sc2[nH]c3c(n2)NCNC3	1
c1ccc(cc1)OCCNC[C@]2(CCCC2)COc3ccccc3	1
c1ccc(cc1)CCCN2CCCC[C@H]2c3cccnc3	1
c1ccc2c(c1)CNC=C2CNCCc3c[nH]c4c3cccc4	1
c1ccc2c(c1)Cc3c(cc4c(c3C2)Nc5ccccc5O4)NCCN6CCCC6	1
c1ccc(cc1)[C@@H]2[C@H]3CO[C@H]([C@H]3CO2)c4ccc5c(c4)OCO5	1
c1ccc(cc1)CN2C[C@@H]([C@@H]3[C@@H]2CCCCC3)c4ccccc4	1
C1CCO[C@@H](C1)OC[C@H]2CCC[C@H]3[C@H]2CC[C@H]4[C@H]3CC[C@H]5[C@@H]4CC[C@@H]6[C@@H]5CCC6	1
c1ccc(cc1)/C=C/CO[C@@H]2C[C@@H]([C@H](OC2)OC3=C(Oc4ccccc4C3)c5ccccc5)OC/C=C\c6ccccc6	1
C1CC=CCCC=CCO[C@@H](C=CC1)CCCCCC2CCNCC2	1
c1cc2c(cc1C3CCCC3)OCCO2	1
c1ccc(cc1)[C@@H]2CCc3ccc(cc3O2)O[C@H]4CCC[C@@H](O4)CO[C@H]5CCCCO5	1
c1ccc2c(c1)Cc3ccoc3C2	1
c1ccc(cc1)CCNC[C@H]2CO[C@H]3[C@@H]2C=C4CCCC[C@@H]4C3	1
C1CCO[C@H](C1)O[C@H]2CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3C=CC5=CCCC[C@H]45	1
c1ccc(cc1)Cn2cnc3c2CN(CC3)[SH4]c4ccccc4	1
c1cocc1[C@H]2C[C@@H]3[C@@H]4C[C@@H]5C[C@H]([C@@H]4[C@H]6C[C@@]3(O2)CO6)CO5	1
c1ccc(cc1)c2ncc3ccccc3n2	1
c1ccc(cc1)C[C@H]2CNCCN3CCCC[C@@H]3CNCCN2	1
C1C[C@@H]2[C@@H]1CC=C[C@H]3[C@H]2CC3	1
C1CCC2=CC[C@H]3[C@H]([C@H]2C1)CC[C@@H]4[C@@H]3C[C@H]5[C@H]4CC=CC5	1
c1ccc(cc1)CNCCc2nc(on2)CNCCc3c[nH]c4c3cccc4	1
C1CCO[C@H](C1)O[C@H]2CC=COC2	1
C1CCC2=CC[C@H]3[C@@H]([C@H]2C1)CC[C@H]4[C@@H]3CC=C4	1
c1cc2c(cc[nH]2)cc1C/C=C\3/c4cc5c(cc4CCN3)OCO5	1
c1ccc2c(c1)C[C@]34CC[N@@H+]5[C@H]3C[C@@H](CC5)[C@H]6[C@@H]4N2[C@H]7[C@@H]6N8c9ccccc9C[C@@]12[C@@H]8[C@@H]7[C@@H]3CC[N@H+]([C@H]1C3)CC2	1
C1CCC2=C[C@H]3[C@H]4[C@H](CCC[C@@H]4[C@H]2C1)CO3	1
c1ccc(cc1)CCNCCCSCc2ccccc2	1
c1ccc(cc1)CCc2cccc(c2)CCc3ccncc3Cc4ccccc4/C=C/CCCCCCC5CCCC5	1
c1ccc(cc1)Cc2ccc(cc2)CCO[C@@H]3CC[C@H]4[C@H](C3)CC[C@@H]5[C@@H]4CC[C@H]6[C@H]5CCC6	1
c1ccc2c(c1)C[C@]3(O2)CCC4=C(C3)[C@@H](C5=C(N4)NCNC5)c6ccc7c(c6)OCO7	1
C1C[C@@H](O[C@@H]1CO[PH3]O[PH3]O[PH3]O[PH3]OC[C@@H]2CC[C@@H](O2)N3CNCC=C3)N4CNCC=C4	1
c1ccc(cc1)CCOCCc2ccccc2	1
c1cc(sc1)CNCC[C@H]2CC[C@H]3CCCC[C@@H]3C2	1
c1ccc(cc1)c2cc(ccc2)CCC[C@@]34C[C@@H](CC3)CC4	1
c1ccc2c(c1)C[C@H](OC2)CNCCc3c[nH]c4c3cccc4	1
c1ccc2c(c1)CC3(CCCC3)C4=C2N=CN(C4)C5CCCCC5	1
c1cc2c(cc1C3=COc4cc(ccc4C3)O[C@H]5CCCCO5)OCCO2	1
c1ccc(cc1)CO[C@H]2[C@H]3[C@H]([C@@H]4[C@H](O2)COCc5ccccc5-c6ccccc6CO4)OCc7ccccc7-c8ccccc8CO3	1
c1ccc(cc1)/C=C/c2c(ccc3c2cccc3)CCc4ccc(cc4)CNC[C@@]5(C[C@@H]6C[C@@]78[C@@H]5CCC[C@@H]7CC[C@@H]8C=C6)C9=N[CH+]N=C9	1
C1[C@H]2C=C[C@H]1[C@@H]3[C@H]2[C@H]4C[C@H]3[C@H]5[C@@H]4O5	1
C1CC2=C(COC2)[C@H]3[C@H]1[C@@]45[C@@H](O4)[C@H]6[C@H](O6)C[C@]57[C@H](C3)O7	1
c1ccc2c(c1)[C@]34C[C@@H]5[C@@H]6CCN([C@H]5C3)[C@@H](C6)[C@@H]4N2	1
c1c2c(cc3c1OCO3)[C@H](NCC2)CCC[C@@H]4c5cc6c(cc5CCN4)OCO6	1
C1CC=C2C=CC3=C4CCC[C@@H]4CC[C@H]3[C@H]2C1	1
c1ccc2c(c1)CN(CC[C@@H]3N2COC3)C4CCCCC4	1
C1CO[C@@H]2[C@H]1S[C@@]3(S2)CCOC3	1
c1ccc2c(c1)CCN3[C@H]2Cc4ccc5c(c4C3)OCO5	1
c1ccc(cc1)Nc2nc(cs2)[C@@H]3C[C@@]4(CCOC4)CO3	1
c1ccc(cc1)CN[C@H]2CC[C@@H]3OC[C@H]2O3	1
C1CC[C@H]2[C@@H]3CC=C[C@@H]2[C@@H]3C1	1
c1ccc2c(c1)C=C(CO2)[C@H]3CCOc4c3c5c(cc4)CCCO5	1
c1ccc(cc1)CN2Cc3c(nc[nH]3)C[C@H]2c4nc(no4)c5ccc6ccccc6c5	1
c1ccc(cc1)OCC/N=C/c2c3c(ccc(c3)c4cc5c(cccc5cc4)/C=N/CCOc6ccccc6)ccc2	1
c1ccc(cc1)CO[C@H]2[C@H]3[C@H](CCO2)OCc4ccccc4-c5ccccc5CO3	1
c1ccc(cc1)CCOc2cccc(c2)COC[C@@H]3CC[C@@H]4[C@@H](O3)Oc5cccc(c5)NCCC#CCO4	1
c1ccc(cc1)CNCCNCc2ccccc2CNCc3ccccc3	1
c1ccc2c(c1)C=C(CO2)c3cccc4c3OCC=C4	1
c1ccc2c(c1)c3c([nH]2)CC[C@H]4[C@@H]3CNC4	1
c1ccc(cc1)CCNCCc2csc(n2)c3ccccc3	1
C1C[C@@H]2[C@@]([C@@H]3[C@H]([C@@H]4[C@@H]([C@H](CC4)C5=CCOC5)CC3)CC2)(CC1)/C=N/CCCCC/N=C/[C@@]67[C@@H]8[C@H]([C@@H]9[C@@H]([C@H](CC9)C1=CCOC1)CC8)CC[C@@H]6CCCC7	1
c1ccc2c(c1)CC(=CO2)N3CC=CC=C3	1
c1cc(oc1)CCCNCc2ccc3c(c2)OCO3	1
c1ccc(cc1)Nc2nc(cs2)[C@H]3CCCO3	1
c1ccc(cc1)CCNCc2ccccc2N3CCC(CC3)NCc4ccccc4	1
c1ccc(cc1)[SH4]N2CCC(CC2)CN3C[C@@H]4C[C@H](C3)C5=CC=CCN5C4	1
c1nc2c(n1[C@H]3CCCO3)NCNC2	1
c1ccc(cc1)CN2C[C@@H]3C[C@H](C2)C4=CC=C(CN4C3)c5cccs5	1
c1ccc(cc1)NCN2C[C@@H]3COCCN3C4(C2)CN(C4)[SH4]c5ccccc5	1
c1ccc2c(c1)CN[C@@H](CN2)CCNc3ccc(cc3)N4CCC[SH4]4	1
C1C[C@]2([C@H]3[C@@H](C2)[C@@H]4C[C@H](CC3)CCC4)CC1	1
c1ccc2c(c1)CN3[C@@H]2N(Cc4c3cccc4)CCCNc5cccc6c5cccn6	1
C1CCC2=CCCC2=CC1	1
c1ccc2cc(ccc2c1)c3ccc4ccccc4c3	1
c1ccc(cc1)SCCN2C[C@H](C3(C2)CCOCC3)c4ncno4	1
c1ccc(cc1)C[C@H]2COC[C@H]2Cc3ccc(cc3)O[C@H]4[C@H](CCCO4)O[C@H]5CCCO5	1
c1ccc(cc1)Cc2ccc(cc2)CNc3cccc(c3)Oc4ccccc4	1
C1CCC[C@@H]2[C@@H](CC1)CCO2	1
c1ccc(cc1)CC2CCN(CC2)[C@@H]3C[C@@H]([C@H]4CO[C@@H]3O4)NCNc5ccccc5	1
C1C[C@H]2[C@@H](C1)[C@@H]3[C@H]4[C@H]5[C@@H]2[C@H]6[C@H](C5)O[C@@H]4[C@H]6O3	1
c1ccc(cc1)CC2=Cc3c(cccc3OCCNC[C@@H]4CCCN5[C@@H]4CCCC5)OC2	1
C1CCC2=C[C@@H](O[C@H]2C1)/C=C\C=C\C=C\C=C/C=C/C=C\C=C/[C@@H]3C=C4CCCC[C@@H]4O3	1
C1C[C@H]2CC[C@H]3O[C@@H]4[C@@]2([C@H](C1)C[C@@H](O4)OCCCCN5CCNCC5)OO3	1
c1ccc(cc1)Oc2ccc(cc2)NCO[C@@H]3CO[C@H]4[C@@H]3OC[C@@H]4NCC5CCCCC5	1
c1ccc(cc1)CN2C[C@H]3CN(CCN3C2)Cc4c[nH]c5c4cccc5	1
c1ccnc(c1)[C@H]2CC[C@H](O2)CO[PH3]O[PH3]OC[C@@H]3CC[C@@H](O3)n4cnc5c4ncnc5	1
c1ccc(cc1)NCO[C@@H]2CC=C[C@H]([C@@H]2OCNc3ccccc3)Oc4ccccc4	1
c1ccc(cc1)CC2=Cc3cccc(c3OC2)CN4CCc5ccccc5C4	1
c1ccc(cc1)COc2ccc(cc2)[C@@H]3CCOc4c3c5c(cc4)CC(=CO5)c6ccccc6	1
c1cc(sc1)CN2CCN(C[C@@H]2CN[C@H]3CCCNC3)Cc4cnccn4	1
c1ccc(cc1)C2=COc3cc(ccc3C2)OCCN4CCCCCC4	1
C1C[C@H]2[C@H](O2)[C@@H]3[C@H]1O3	1
c1ccc2c(c1)CCN(C2)CCCCNCN3CCc4c5ccccc5[nH]c4C3	1
c1ccc(cc1)NCCCn2cnc3c2CNCN3	1
c1cc2c(cc1/C=C/[C@@H]3[C@H]([C@@H]([C@@H]3/C=C\CN4CCCCC4)c5ccc6c(c5)OCO6)CN7CCCCC7)OCO2	1
c1ccc(cc1)c2ccc3c(c2)O[C@H]4CN(C[C@H]4NC3)Cc5ccc6c(c5)OCO6	1
c1ccc2c(c1)CCC(=C2)CCCOCc3ccc4c(c3)OCO4	1
c1ccc(cc1)CCNCN2CCc3c([nH]cn3)[C@H]2c4ccccn4	1
c1ccc(cc1)COCc2ccc(cc2)O[C@H]3CCCCO3	1
c1ccc(cc1)N2CCN(CC2)[C@@H]3CCOC3	1
c1ccc2c(c1)[C@]34CCN5[C@@]3(N2)CC[C@@H](C4)CC5	1
c1ccc(cc1)c2ccn3c(n2)cc(n3)CNCC45CC6CC(C4)CC(C6)C5	1
c1ccc(cc1)CNCc2cn(nn2)C[C@@H]3CCCO3	1
c1ccc(cc1)COCNCC2CCC(CC2)COc3ccc-4c(c3)OCc5c4cccc5	1
c1cocc1[C@H]2C[C@@H]3[C@H]4CCC[C@@H]5[C@H]4[C@H](C[C@H]3CO2)OC5	1
c1ccc(cc1)CCNCC2=C[C@H](CCC2)NCCC3CCCC3	1
C1C[C@@H]2[C@H]3[C@H]([C@@H]4C(=CC(=NOCCNC[C@H]5CCOCC5)C=C4)CC3)CC[C@@H]2C1	1
c1cnc(nc1)N2C[C@@H]3[C@H](C2)OCCN3CC4CCCCC4	1
C1C[C@H]2[C@@H]3CC=CC[C@@H]3C=C[C@H]2[C@]45CO[C@@]67[C@@H]1CO[C@H]6[C@H]8C[C@@H]([C@H]74)[C@@H](CO8)CO5	1
c1ccc-2c(c1)COc3c2ccc(c3)OCCO[C@@H]4CC[C@@H]5[C@@H]6CC[C@@H]7CCCC[C@@H]7[C@@H]6CC=C5C4	1
c1ccc(cc1)CCO[C@H]2CC=C3CC=C[C@@H]3[C@H]4[C@@H]2CCO4	1
c1ccc(cc1)CNCc2c(nccn2)NCc3ccccc3	1
c1ccc(cc1)OCCN[C@H]2CC[C@@H]3CC[C@H](C[C@H]3C2)CCN4CCCC4	1
C1C[C@@H]2[C@@H](C1)[C@@]3(CC[C@H]4[C@@H]2C4)CO3	1
c1ccc(cc1)N2CCN(CC2)CCOc3ccc4c(c3)OCC=C4	1
c1cc2c(cc1NCCCCN3CCCNCC3)OCO2	1
c1c2c(cc3c1OCO3)C4=CCC[C@@]45CCCN5CC2	1
c1ccc2c(c1)CC[C@@]34[C@@]2(CCN3)CC=CC4	1
c1ccc(cc1)/C=C\C/C=C/C=C\c2ccccc2	1
C1C[C@@H]2C[C@H]1C[C@@H]2OCC[NH2+]CCO[C@H]3C[C@H]4CC[C@H]3C4	1
c1ccc(cc1)c2nc(on2)[C@@H]3Cc4c([nH]cn4)CN3	1
c1ccc(cc1)CCN[C@@H]2CN3[C@@H]2SC[C@H]3COCOC[C@@H]4C[SH4][C@H]5N4CC5	1
c1ccnc(c1)CN2C[C@H]3CN(CCN3C2)C4CCNCC4	1
c1ccc(cc1)C[C@@H]2COC[C@@H]2Cc3ccc4c(c3)C[C@H](O4)c5ccccc5	1
c1ccc(cc1)CCOC/C=C/c2ccccc2/C=C/c3cccc4c3-c5ccccc5CCC4	1
c1ccc2c(c1)[nH]c(n2)CO[C@@H]3CCN(C3)Cc4ccncc4	1
c1c(cc2=C[CH+]N=c2c1)[C@H]3C/C(=C/4\c5c(c6c(cc5OC=C4)O[C@@H](C6)C[C@H]7CCNCC7)O[C@H]8CCCCC8)/CCC3	1
c1ccc2c(c1)[C@@H]3CC[C@@H](C3)O2	1
c1cc2cc(c1)O[C@H]3CCN[C@@H](C3)CCC[C@@H]4C#C[C@]5(CCCCC[C@H]4C2)CNCNCN6C[C@@H]7C[C@H](C6)CN(C7)CC58CCCC8	1
c1ccc2c(c1)c(c[nH]2)CCCN3CCc4c(c5ccccc5[nH]4)C3	1
c1ncc(nc1)OC[C@]2(CCCC2)CN[SH4]c3conc3	1
c1cc2c3c(c1)c4cccc5c4c6c3c7c(cc(cc7c8c6c(cc(c8)[C@@H]9CCCCN9)C5)[C@H]1CCCCN1)C2	1
C1C[C@@H](OC1)CN2CCOCC2	1
c1ccc(cc1)C2=COc3cc(ccc3C2)OCCN[C@@H]4C[SH4]C=C4	1
c1ccc2c(c1)nc(s2)C3=Cc4cccc(c4OC3)CN5CCNCC5	1
c1ccc(cc1)c2c(c[nH]n2)[C@H]3CCOc4c3c5c(cc4)CC=C(O5)c6ccccc6	1
C1CC[C@H]2[C@@H](C1)C[C@@H]3[C@]24CC[C@]5(CC[C@@H](C3)[C@@H]4N5)C6=CC=C7CCCC[C@H]7C6	1
c1ccc(cc1)CN2CC3=C(c4ccccc4CC35CCCCC5)N=C2	1
c1ccc(cc1)OCc2cccc(c2)[C@H]3CCc4ccccc4O3	1
c1ccc(cc1)[C@H]2CN3CCN(C[C@@H]3c4c2c5ccccc5[nH]4)C6CC6	1
c1cc2c(cc1)O[C@@]3(N4[C@H]2CC(=N4)c5occc5)CCOCC3	1
c1ccc(cc1)C2=CCOc3c2ccc(c3)OCCCc4ccc(cc4)COc5ccccc5	1
C1C=CC=C2N1C[C@@H]3C[C@H]2CN(C3)C4=C(CN5C=CC=CC5=N4)/C=C/6\CNCS6	1
C1CCC2=CC[C@@H]3[C@@H]([C@H]2C1)CC[C@H]4[C@@H]3C[C@@H]5[C@H]4OCO5	1
c1ccc2c(c1)nc3n2CCN(C3)C[C@H]4CCCN5[C@@H]4CCCC5	1
c1ccc(cc1)CN2C[C@H]3C[C@@H](C2)C4=CC=CCN4C3	1
c1ccc2c(c1)CC=C3N2CC=C3	1
c1ccc2c(c1)CCN3[C@H]2CC4(C5=C3CCCC5)SCCS4	1
c1ccc(cc1)[C@@H]2Cc3c4c(cc5c3[C@H](c6c2cccc6)[C@H](O5)c7ccccc7)O[C@H]([C@@H]4c8ccccc8)c9ccccc9	1
c1ccc2c(c1)N(CS2)CCCN/C=C/3\CC[C@@H]4[C@H]3C4	1
c1cc2c(cc1OCCN3CCCC4=C[C@H]5C[C@@H]([C@@H]43)CN6[C@@H]5CCCC6)OCC=C2	1
c1ccc2c(c1)C[C@]3([C@@](C2)(O3)COC4CCCCC4)C/C=C/CCc5ccncc5	1
C1CCO[C@@H](C1)CC[C@H]2CC=CC3=CCCC[C@H]23	1
C1CC[C@@]23CO[C@@H]([C@H]2C1)CC=C3	1
C1CCO[C@H](C1)OC[C@@H]2CC[C@H]3C[C@H]3[C@H]4[C@@H]2CCC4	1
c1cc2c3c(c1)NC4=C(CNC4)[C@@H](c3c[nH]2)c5ccc6c(c5)OCO6	1
c1ccc2c(c1)[C@H]3[C@H](CCO3)[C@@H](N2)c4ccco4	1
C1CCO[C@H](C1)O[C@H]2C[C@H]([C@@H](OC2)O[C@H]3CC[C@@H]4[C@H]5CC[C@H]6[C@H]([C@@H]5CC=C4C3)C[C@H]7[C@@H]6C[C@]8(O7)CCCCN8)O[C@H]9CCCCO9	1
c1cc(sc1)CN2CNC[C@@H]3[C@H]2CCN3	1
C1CCO[C@H](C1)O[C@@H]2C[C@@H]3CC[C@H]2CO3	1
c1ccc2c(c1)CCCCC[C@@H]3CC[C@@H]4[C@H](C/N=C/NCCSS4)[C@H]5Cc6c(cc(cc6OC5)CC#C2)C3	1
C1C[C@@H]2[C@@H]3[C@@H]1C[C@H](O2)OC3	1
c1ccc2c(c1)CNN=C2CCN3C[C@@H]4C[C@@H](C3)N5CC=CC=C5C4	1
c1cc2c(c(c1)O[C@H]3CCCCO3)NC=CC2	1
C1C[C@@H](N(C1)CCC/C=C\2/C=CCO2)[C@H]3C=CCO3	1
c1ccc(cc1)CO[C@H]2CC[C@@H]3[C@H](C2)CC[C@H]4[C@@H]3CC[C@H]5[C@H]4CC[C@@H]6[C@@H]5CCCC6	1
c1cc(c[nH+]c1)[C@H]2CCCN2	1
C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@@H]2CC[C@H]4[C@@H]3CC[C@]45CO5	1
c1ccc(cc1)CCCCN[SH4]c2ccc3c(c2)Cc4ccccc4C3	1
C1CCCN(CC1)C[C@H]2CO[C@H]3[C@H]2CC[C@@H]4C3=CCC=C4	1
c1ccc2c(c1)c(c[nH]2)CCCCNC[C@H]3CCCN4[C@H]3CCCC4	1
c1ccc(cc1)COc2cccc3c2C[C@H]([C@@H](O3)c4ccccc4)OCc5ccccc5	1
c1ccc(cc1)CNCC[C@H]2CC[C@H](O2)CNCNc3ccccc3	1
c1ccc(cc1)CC2CCN(CC2)C[C@@H]3Cc4c(nc[nH]4)CN3Cc5ccccc5	1
c1ccc(cc1)C[C@@H](CNCc2ccccc2)NCN3C[C@H]4C[C@@H](C3)C5=CC=CCN5C4	1
C1CCO[C@@H](C1)[C@H]2CCC=CC2	1
c1ccc(cc1)OCCN/N=C/c2ccc(cc2)O[C@@H]3CCCCO3	1
c1cc(oc1)C[C@@H]2CC[C@H](O2)c3ccoc3	1
c1ccc2c(c1)CC[C@H](O2)c3ccc4c(c3)[C@H]5C[C@@H]6[C@H]5[C@@H](O4)CC6	1
c1ccc2c(c1)[C@H]3C[C@@]45CN[C@@H](CN4[C@H]3N2)SS5	1
c1ccc(cc1)[C@@H]2CC3NCC2CN3	1
C1C[C@@H]2CC[C@@H]3[C@@H](O3)C[C@H]2C1	1
c1ccc(cc1)CN2CCC(CC2)c3csc(n3)CN4CCOCC4	1
c1ccc(cc1)c2ccc(o2)[C@H]3C4=C(CC[C@]5(C4)Cc6ccccc6O5)NC7=C3C=NCN7	1
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CC[C@@H]4CC5=N[C@@H]6CC[C@H]5O6	1
c1cocc1[C@H]2[C@@H]3CC[C@@H]4[C@@H]5C[C@H]6C[C@@H]5[C@@H]7[C@H]6CO[C@]47C3=CCO2	1
C1CC[C@]23[C@H](C1)[C@@H]4CC[C@H]5CCC[C@@H]5C4=C[C@@H]2O3	1
c1ccc(cc1)CCN2CC3=C(C=C2)OCC[C@H]3C4=Cc5ccccc5NC4	1
c1ccc(cc1)CNC[C@@H]2[C@@H]3[C@H](CO2)OCO3	1
C1CCO[C@@H](C1)O[C@H]2CCC[C@H](C2)O[C@H]3CCC=CO3	1
c1ccc(cc1)[C@H]2CCN(C[C@H]2COc3ccc4c(c3)OCO4)C[C@H]5CO[C@H]6[C@@H]5C[C@H]7CCCC[C@@H]7C6	1
c1ccc(cc1)CO[C@H]2CC[C@H]3[C@@H](C2)CC[C@@H]4[C@@H]3CC[C@H]5[C@H]4CC[C@@H]6[C@@H]5CCC6	1
C1CC[C@@]23[C@H](C1)[C@H]4CC[C@@H]5CCC[C@@H]5[C@@H]4C[C@@H]2O3	1
c1ccc2c(c1)[C@H]3CNCC[C@H]3N2	1
c1cocc1[C@H]2[C@@H]3CC[C@@H]4[C@]5(C3=C(CO2)[C@@H]6[C@H](C5)CC[C@@H]7[C@@H]6OCC7)O4	1
c1ccc(cc1)c2coc3c2cc4c(c3)OCC(=C4)CCCNCc5ccccn5	1
c1ccc2c(c1)CC3=C(C2)OCCC3	1
c1ccc(cc1)CNCC[C@H]2CCCO2	1
c1ccc(cc1)Cc2cccc(c2)[C@@H]3C[C@@H]4CCO[C@@H]5c6c(ccc7c6OCC=C7)O[C@H]([C@H]5OCCCCc8ccc(cc8)[C@@H]4C=C3)[C@H]9CCC1(C9)CCCC1	1
c1ccc2c(c1)CCCC3=CCC(=CC=C23)NCCN4CCC[C@@H]4c5nnc6n5cccc6	1
c1cc2c(cc1OO[C@@H]3[C@@H]4CCO[C@@H]3C#CCCNCNO4)[C@@H]5[C@H](CO2)c6cc7c(cc6O5)OCO7	1
c1ccc(cc1)[C@H]2[C@H]3CO[C@H]([C@H]3CO2)c4ccc(cc4)O[C@H]5CCC[C@H](O5)CO[C@H]6CCCCO6	1
c1ccc(cc1)C2=CCc3ccc4c(c3O2)cc(o4)c5cccs5	1
C1C[C@]23CO[C@H]1C[C@]24O[C@H]5C[C@H]3[C@@H](C5)O4	1
C1CN2[C@@H]3CC=CC=C3C[C@H]2CN1	1
c1ccc(cc1)CN2CC=CN(C2)[C@@H]3[C@@H]([C@H]([C@@H](O3)COCc4ccccc4)OCc5ccccc5)OCc6ccccc6	1
c1ccc(cc1)CCN2C[C@H]3[C@@H]([C@H]4C=C[C@]3([C@@H]2CNC5CCCCC5)O4)CNc6ccccc6	1
c1ccc(cc1)/C=C/2\C[C@@H]3C[C@H](C2)CCC3	1
c1ccc2c(c1)C[C@H](N2)CNCCc3c[nH]c4c3cccc4	1
c1cc2c(cc[nH]2)cc1CN3C[C@@H]4C[C@@H](C3)C5=CC=CCN5C4	1
c1cnoc1CCCNC[C@H]2CCCN3[C@H]2CCCC3	1
c1ccc2c(c1)c3c([nH]2)CN(CC3)[C@@H]4CCN(C4)c5ccc6c(c5)OCO6	1
c1ccc(cc1)NCNC[C@@H]2CC[C@@H](O2)CCN3CCN(CC3)c4ccccc4	1
C1CCC2=C[C@H]3[C@H]4[C@H](CO3)[C@H]5CC[C@]4([C@@H]2C1)CO5	1
c1ccc(cc1)NCCSC2=NC3=C(CN2)C4(CCCC4)Cc5c3cccc5	1
c1cc2c3c(c1)C=C(CN3CCC2)CNCc4ccc5c(c4)OCO5	1
C1C[C@H]2[C@@H]3C=CC[C@H]3C=C[C@@H]2[C@]45[C@H]1C[C@@H](CC4)OC5	1
c1ccc2c(c1)CN3[C@H]2N(Cc4c3cccc4)CCNC[C@@H]5CCCN6[C@@H]5CCCC6	1
c1cc2c(cc1[C@@H]3[C@H]4CO[C@H]([C@H]4CO3)Oc5ccc6c(c5)OCO6)OCO2	1
[cH-]1ccnc1C[C@@H]2CCC[C@]23c4ccnc(c4)Nc5ccc6cccc7c6c5[C@H](C[C@H](CC[C@@H]3CCCc8ccccc8)c9cccc(c9)OC[C@H]1CCCC=C1)C=C7	1
c1ccc(cc1)/C=C/2\CNCN2	1
c1ccc(cc1)CSC2=NC3=C(CN2)C4(CCCCC4)Cc5c3cccc5	1
c1ccc(cc1)COCN2CCC[C@@H]2CNCCNCCc3c[nH]c4c3cccc4	1
c1ccc(cc1)CNCCNC[C@@H]2CS[C@H]3N2Cc4c3cccc4	1
c1ccc(cc1)/C=C/COCC2CCCCC2	1
c1ccc(cc1)[C@@H]2CNCN2	1
C1CC=C2CC[C@@H]3[C@H]([C@H]2C1)CC[C@H]4[C@@H]3CC[C@]45CS5	1
c1ccc(cc1)CNCCC2(CCOCC2)n3cccc3	1
c1ccc(cc1)SCc2cc(no2)C[C@@H]3CCCNC3	1
c1ccc(cc1)COC[C@H]2CCC[C@@H](O2)c3cccc4c3OC=CC4	1
c1ccnc(c1)CN2CCO[C@@H]3[C@H]2CN(C3)c4ncccn4	1
