zinc_id	smiles	framework	ring	sidechain
ZINC000015258076	COc1ccc2c(c1)O[C@H]1COc3cc(OC)c(OC)cc3[C@@]1(O)C2=O	c1ccc2c(c1)C[C@@H]3c4ccccc4OC[C@@H]3O2	c1ccc2c(c1)C[C@@H]3c4ccccc4OC[C@@H]3O2	CO.CO.CO.O.O
ZINC000012891489	COc1ccc(N2C[C@@]34C=C[C@@H](O3)[C@H](C(=O)Nc3ccc(OC)c(OC)c3)[C@@H]4C2=O)cc1	c1ccc(cc1)NC[C@@H]2[C@@H]3CN(C[C@]34C=C[C@H]2O4)c5ccccc5	c1ccccc1.c1ccccc1.C1[C@@H]2CNC[C@]23C=C[C@H]1O3	CO.CO.CO.O.O
ZINC000070691959	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C/C(=N/N=C5/CC[C@]6(C)[C@H]7CC[C@]8(C)[C@@H](O)CC[C@H]8[C@@H]7CC[C@@H]6C5)CC[C@@]43C)[C@@H]1CC[C@@H]2O	C1C[C@H]2CC[C@H]3[C@H]([C@@H]2C1)CC[C@@H]4[C@@H]3CC/C(=N\N=C/5\CC[C@H]6[C@@H](C5)CC[C@@H]7[C@@H]6CC[C@H]8[C@H]7CCC8)/C4	C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CCC4.C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CCC4	C.C.C.C.O.O
ZINC000261498479	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](CO[P@](=O)(O)O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCCCCCC	C1CCCCC1	C1CCCCC1	CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO[P@@](=O)(O)O)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC.O.O.O.O.O
ZINC000000537233	C[C@H]1CN(c2nc3c(c(=O)n(C)c(=O)n3C)n2C)C[C@H](C)O1	C1COCCN1c2[nH]c3c(n2)NCNC3	c1[nH]c2c(n1)NCNC2.C1COCCN1	C.C.C.C.C.O.O
ZINC000095623457	CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000685934036	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000257546067	C=C(C)[C@@H]1CC[C@]2(C)[C@H](CC[C@@H]3[C@]4(C)CC[C@@H](C(=C)C)[C@H]4CC[C@]32C)[C@]1(C)CCC(=O)O	C1CC[C@@H]2[C@@H](C1)CC[C@H]3[C@H]2CC[C@H]4[C@H]3CCC4	C1CC[C@@H]2[C@@H](C1)CC[C@H]3[C@H]2CC[C@H]4[C@H]3CCC4	C.C.C.C.CCC(=O)O.CC=C.CC=C
ZINC000100825620	COc1cc(O[C@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)cc2c1C(=O)/C(=C\c1cc(O)c(O)c(O)c1)O2	c1ccc(cc1)/C=C/2\Cc3ccc(cc3O2)O[C@@H]4CC[C@@H](CO4)O[C@H]5CCCCO5	c1ccccc1.c1ccc2c(c1)CCO2.C1CCOCC1.C1CCOCC1	C.CO.CO.O.O.O.O.O.O.O.O.O
ZINC000685933494	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000096286765	CC(C)c1ccc(NC(=O)[C@@H]2[C@@H]3C=C[C@@]4(CN(Cc5cccnc5)C(=O)[C@H]24)O3)cc1	c1ccc(cc1)NC[C@H]2[C@H]3CN(C[C@@]34C=C[C@@H]2O4)Cc5cccnc5	c1ccccc1.c1ccncc1.C1[C@H]2CNC[C@@]23C=C[C@@H]1O3	CCC.O.O
ZINC000257379843	CC[C@H](C)[C@H](NC)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N/C=C\c2ccc(cc2)O[C@H]1C(C)C	c1cc2ccc1/C=C\NCCNCCCO2	c1cc2ccc1/C=C\NCCNCCCO2	CCC.CC[C@H](C)[C@@H](C(=O)N)NC.CC(C)C.O.O
ZINC000095623286	CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000150366846	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000008297408	O=C1Nc2ccc(-c3cccs3)cc2C(=O)N2CC[C@H](NC(=O)N3CCOCC3)[C@@H]12	c1cc(sc1)c2ccc3c(c2)CN4CC[C@@H]([C@H]4CN3)NCN5CCOCC5	c1ccc2c(c1)CN3CCC[C@H]3CN2.c1ccsc1.C1COCCN1	O.O.O
ZINC000070455551	CC1(C)CC[C@]2(C(=O)O)CC=C3[C@]4(C[C@H]4C[C@H]4[C@@]3(C)CC[C@@H]3[C@@](C)(CO)[C@H](O)[C@H](O)C[C@@]34C)[C@@H]2C1	C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@@H]2C[C@@H]4C[C@]45C3=CC[C@@H]6[C@H]5CCCC6	C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@@H]2C[C@@H]4C[C@]45C3=CC[C@@H]6[C@H]5CCCC6	C.C.C.C.C.CO.C(=O)O.O.O
ZINC000040164475	CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1	C1CCC2=CC[C@H]3[C@@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1	C1CCC2=CC[C@H]3[C@@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1	C.C.CCCCCC/C=C\CCCCCCCCCC(=O)O.CCCCCC(C)C
ZINC000100780033	CC1=C2[C@@H](CC1)[C@H](C)CC[C@@H]1[C@@H]2C1(C)C	C1C[C@@H]2CCC=C2[C@H]3C[C@@H]3C1	C1C[C@@H]2CCC=C2[C@H]3C[C@@H]3C1	C.C.C.C
ZINC000100392688	CC1(C)[C@@H]2C[C@@H](OC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)[C@](C)(O)C[C@H]21	c1ccc(cc1)CO[C@H]2CC[C@H]3C[C@@H]3C2	c1ccccc1.C1CC[C@H]2C[C@@H]2C1	C.C.C.[NH+](=O)[O-].[NH+](=O)[O-].O.O
ZINC000257400407	C[C@H](CCC(=O)O)[C@@H]1CC(=O)[C@]2(C)C3=C(C(=O)[C@H](O)[C@]12C)[C@]1(C)CC[C@@H](O)C(C)(C)[C@@H]1CC3=O	C1CC[C@@H]2[C@H](C1)CCC3=C2CC[C@H]4[C@@H]3CCC4	C1CC[C@@H]2[C@H](C1)CCC3=C2CC[C@H]4[C@@H]3CCC4	C.C.C.C.C.CCCCC(=O)O.O.O.O.O.O
ZINC000085842738	O=C(/C=C/c1ccc(Oc2cc3cc(O)c(O)cc3oc2=O)c(O)c1)O[C@@H](Cc1ccc(O)c(O)c1)C(=O)O	c1ccc(cc1)CCOC/C=C/c2ccc(cc2)OC3=Cc4ccccc4OC3	c1ccccc1.c1ccccc1.c1ccc2c(c1)C=CCO2	C(=O)O.O.O.O.O.O.O.O
ZINC000085581595	CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)CO[P@@](=O)(O)OCCN	None	None	None
ZINC000100781315	CC1=C[C@H](O)CC(C)(C)[C@@H]1/C=C/C(C)=C\C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(\C)[C@H]1C=C2C(C)(C)C[C@H](O)C[C@]2(C)O1	C1CCC2=C[C@@H](O[C@H]2C1)/C=C\C=C\C=C\C=C/C=C/C=C\C=C/C=C/[C@H]3CCCC=C3	C1CCC=CC1.C1CCC2=CCO[C@H]2C1	C.C.C.C.C.C.C.C.C.C.O.O
ZINC000094437740	N=C(O)N[C@@H](O)C(=O)O	None	None	None
ZINC000034461449	COc1ccc([C@@H](C)C(=O)c2c(O)cc(O)cc2O)cc1	c1ccc(cc1)CCc2ccccc2	c1ccccc1.c1ccccc1	C.CO.O.O.O.O
ZINC000002878921	O=C(Oc1ccc2c3c(c(=O)oc2c1)CCCC3)c1ccc(Cl)cc1	c1ccc(cc1)COc2ccc3c(c2)OCC4=C3CCCC4	c1ccccc1.c1ccc2c(c1)C3=C(CCCC3)CO2	O.O.Cl
ZINC000261497719	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCCCCCCCC/C=C\CCCCCC	None	None	None
ZINC000150377849	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC	None	None	None
ZINC000261498753	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCC	None	None	None
ZINC000150361895	CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000006070419	Cc1cc2c(cc1O)[C@@](C)(O)C(=O)C=C2C(C)C	c1ccc2c(c1)CCC=C2	c1ccc2c(c1)CCC=C2	C.C.CCC.O.O.O
ZINC000004163578	Cc1[nH]c2ccccc2c1C(=O)C(=O)NCCc1ccccc1	c1ccc(cc1)CCNCCc2c[nH]c3c2cccc3	c1ccccc1.c1ccc2c(c1)cc[nH]2	C.O.O
ZINC000257578149	CC[C@@H](/C=C/[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]5O)CC[C@@]4(C)[C@@H]3CC[C@@]12C)C(C)C	C1CCO[C@@H](C1)O[C@H]2CC[C@H]3[C@@H]4CC[C@H]5CCC[C@@H]5[C@H]4CC=C3C2	C1CCOCC1.C1CCC2=CC[C@@H]3[C@H]4CCC[C@@H]4CC[C@H]3[C@@H]2C1	C.C.CC/C=C/[C@H](CC)C(C)C.CO.O.O.O
ZINC000225427948	CC(C)C(=O)N1CCC(O)(c2csc(CN3CCN(c4ccccn4)CC3)n2)CC1	c1ccnc(c1)N2CCN(CC2)Cc3nc(cs3)C4CCNCC4	c1ccncc1.c1cscn1.C1CCNCC1.C1CNCCN1	CC(C)C=O.O
ZINC000031356999	CC(=O)O[C@@H]1C=C(C)[C@@H]2CC(=C(C)C)C[C@H]2[C@H](C)C1	C1CC=C[C@@H]2CCC[C@H]2C1	C1CC=C[C@@H]2CCC[C@H]2C1	C.C.CCC.CC(=O)O
ZINC000013545017	O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@H]4CCCO4	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOC1	CO.O.O.O.O.O.O
ZINC000261496837	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC(COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	None	None	None
ZINC000150357535	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000261499390	CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC	C1CCO[C@H](C1)O[C@H]2CCCOC2	C1CCOCC1.C1CCOCC1	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCCCCCC/C=C\CCCCCCCC)O.CO.CO.O.O.O.O.O
ZINC000261499320	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000095914543	O=C(O[C@@H]1[C@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c2[C@@H]1c1c(O)cc(O)c2c1O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C2)c1cc(O)c(O)c(O)c1	c1ccc(cc1)CO[C@@H]2[C@@H](Oc3ccccc3[C@@H]2c4cccc5c4O[C@H](CC5)c6ccccc6)c7ccccc7	c1ccccc1.c1ccccc1.c1ccccc1.c1ccc2c(c1)CCCO2.c1ccc2c(c1)CCCO2	O.O.O.O.O.O.O.O.O.O.O.O.O
ZINC000014559010	COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@@H](C2)NCC3	c1ccc-2c(c1)C[C@@H]3c4c2cccc4CCN3	c1ccc-2c(c1)C[C@@H]3c4c2cccc4CCN3	CO.CO.CO.O
ZINC000251666753	CC[C@@H](C)C(=O)O[C@@H]1C[C@H]2CC[C@@]1(C)C2(C)C	C1[C@H]2C[C@H](C1)CC2	C1[C@H]2C[C@H](C1)CC2	C.C.C.CC[C@@H](C)C(=O)O
ZINC000038139485	CC(C)[C@H](NC(=O)[C@H](C)N(C)C)C(=O)N1CC[C@@H]2Oc3ccc(cc3)/C=C\NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H]21	c1ccc(cc1)C[C@H]2CN/C=C\c3ccc(cc3)O[C@H]4CCN[C@H]4CN2	c1ccccc1.c1cc2ccc1/C=C\NCCNC[C@H]3[C@@H](O2)CCN3	C[C@@H](C(=O)N[C@H](C=O)C(C)C)N(C)C.O.O
ZINC000685934606	CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000012495376	CCCCC/C=C\C[C@@H](O)[C@H](O)[C@@H](O)/C=C\C/C=C\CCCC(=O)O	None	None	None
ZINC000095623934	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCCC	None	None	None
ZINC000824595900	COc1cc([C@H](CC(=O)NCCn2c(=O)c(=O)[nH]c3ccccc32)C2=C(O)[C@@]3(Oc4c(Cl)c(OC)cc(OC)c4C3=O)[C@H](C)CC2=O)ccc1O	c1ccc(cc1)[C@H](CCNCCN2CCNc3c2cccc3)C4=C[C@@]5(CCC4)Cc6ccccc6O5	c1ccccc1.c1ccc2c(c1)C[C@]3(O2)CCCC=C3.c1ccc2c(c1)NCCN2	C.CO.CO.CO.O.O.O.O.O.O.O.Cl
ZINC000257796253	C=C1C[C@@]23C[C@H]1CC[C@@H]2[C@@]12OC(=O)[C@@](C)(C[C@H](O)[C@@H]1O)[C@H]2[C@@H]3C(=O)O	C1C[C@@H]2CO[C@]3(C1)[C@@H]2C[C@@]45[C@@H]3CC[C@H](C4)CC5	C1C[C@@H]2CO[C@]3(C1)[C@@H]2C[C@@]45[C@@H]3CC[C@H](C4)CC5	C.C.C(=O)O.O.O.O
ZINC000257565419	C/C=C(\C)C(=O)O[C@@H]1C2=C(C)C(=O)O[C@@H]2C[C@@H]2CC[C@H](OC(=O)/C=C/[S@](C)=O)[C@H](C)[C@@]21C	C1CC[C@@H]2CC3=CCO[C@@H]3C[C@@H]2C1	C1CC[C@@H]2CC3=CCO[C@@H]3C[C@@H]2C1	C.C.C.C/C=C(\C)/C(=O)O.C[S@](=O)/C=C/C(=O)O.O
ZINC000100822248	COc1cc([C@@H]2Oc3c(O)ccc([C@@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)c3[C@@H]2CO)ccc1O	c1ccc(cc1)[C@H]2Cc3c(cccc3O2)[C@H]4CCc5ccccc5O4	c1ccccc1.c1ccc2c(c1)CCO2.c1ccc2c(c1)CCCO2	CO.CO.O.O.O.O.O.O
ZINC000070455164	CCCCCCCCCCCc1cc(=O)c2ccccc2[nH]1	c1ccc2c(c1)CC=CN2	c1ccc2c(c1)CC=CN2	CCCCCCCCCCC.O
ZINC000014818329	C=C[C@](C)(CC/C=C(\CO)CC/C=C(\C)C[C@@H](O)/C=C(\C)C(=O)O)O[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O	C1CCOCC1	C1CCOCC1	C/C(=C\CC/C(=C/CC[C@@](C)(C=C)O)/CO)/C[C@H](/C=C(\C)/C(=O)O)O.CO.O.O.O
ZINC000015672036	COc1ccc(C(=O)N[C@@H]2CN(C(=O)Nc3cccc(OC)c3)CCC[C@H]2O)cc1	c1ccc(cc1)CN[C@H]2CCCCN(C2)CNc3ccccc3	c1ccccc1.c1ccccc1.C1CCCNCC1	CO.CO.O.O.O
ZINC000150358360	CCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCC	None	None	None
ZINC000150365037	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000020756655	COCCCN1C(=O)[C@@H]2[C@@H](Cc3c[nH]c4ccccc34)N[C@]3(C(=O)Nc4ccc(C)cc43)[C@@H]2C1=O	c1ccc2c(c1)c(c[nH]2)C[C@@H]3[C@H]4CNC[C@H]4[C@]5(N3)CNc6c5cccc6	c1ccc2c(c1)cc[nH]2.c1ccc2c(c1)[C@@]3(CN2)[C@@H]4CNC[C@@H]4CN3	C.CCCOC.O.O.O
ZINC000015676100	COc1ccc(CNC(=O)[C@@H]2Cc3[nH]cnc3CN2C(=O)NC(C)C)cc1	c1ccc(cc1)CNC[C@@H]2Cc3c(nc[nH]3)CN2	c1ccccc1.c1[nH]c2c(n1)CNCC2	CC(C)NC=O.CO.O
ZINC000095485990	CC1(C)C=C(C(C)(C)CCOc2c3ccoc3cc3oc(=O)ccc23)OC1=O	c1coc2c1c(c3c(c2)OCC=C3)OCCCC4=CCCO4	c1coc2c1cc3c(c2)OCC=C3.C1COC=C1	C.C.C.C.O.O
ZINC000263585006	Cn1c(=O)c([C@H]2CC(=O)Oc3ccc(C(=O)c4ccc(Cl)cc4)c(O)c32)cc2ccccc21	c1ccc(cc1)Cc2ccc3c(c2)[C@H](CCO3)C4=Cc5ccccc5NC4	c1ccccc1.c1ccc2c(c1)CCCO2.c1ccc2c(c1)C=CCN2	C.O.O.O.O.Cl
ZINC000100777191	CCCCCCCCCCCC[C@@H](O)[C@@H]1CC[C@H]([C@@H](O)CCCC[C@@H](O)CCCCC[C@@H](O)CC2=C[C@@H](C)OC2=O)O1	C1C[C@@H](OC1)CCCCCCCCCCCCCC2=CCOC2	C1CCOC1.C1C=CCO1	C.CCCCCCCCCCCCCO.O.O.O.O
ZINC000078420813	CCCCCCCCCCCCCCCCCCCC[C@@H](C)CC	None	None	None
ZINC000118916248	C[C@]12CCCC[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]21CS1	C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CC[C@]45CS5	C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CC[C@]45CS5	C.C
ZINC000085552699	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@H]4CCC[C@H](O4)CO[C@H]5CCCCO5	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1.C1CCOCC1	C.C(CO)O.C(CO)O.C(CO)O.O.O.O.O.O.O.O.O
ZINC000095621891	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC	None	None	None
ZINC000100821378	CCCCCCCCCC[C@H](O)[C@H]1CC[C@H]([C@@H]2CC[C@H]([C@@H](O)CCCC[C@@H](O)CCCCCCCC3=C[C@@H](C)OC3=O)O2)O1	C1C[C@@H](OC1)[C@@H]2CC[C@@H](O2)CCCCCCCCCCCCCC3=CCOC3	C1CCCO1.C1CCCO1.C1C=CCO1	C.CCCCCCCCCCCO.O.O.O
ZINC000257396872	CO[C@@H]1C2=C(C)[C@H](OC)O[C@]2(OC)C[C@@H]2CC[C@H](O)[C@H](C)[C@@]21C	C1CC[C@@H]2CC3=CCO[C@@H]3C[C@@H]2C1	C1CC[C@@H]2CC3=CCO[C@@H]3C[C@@H]2C1	C.C.C.CO.CO.CO.O
ZINC000085862056	Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@@H](c1cc(O)c(O)c(O)c1)[C@@H](O)C2	c1ccc(cc1)[C@H]2CCc3cccc(c3O2)[C@H]4C[C@H](Oc5c4cccc5)c6ccccc6	c1ccccc1.c1ccccc1.c1ccc2c(c1)CCCO2.c1ccc2c(c1)CCCO2	O.O.O.O.O.O.O.O.O.O.O.O
ZINC000022115627	c1coc(C2=NCCC2)c1	c1cc(oc1)C2=NCCC2	c1ccoc1.C1CC=NC1	None
ZINC000257504000	OC[C@@H]1O[C@H](OC[C@@H]2O[C@H](O)[C@@H](O)[C@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O	C1CCO[C@@H](C1)OC[C@H]2[C@H](CCCO2)O[C@H]3CCCCO3	C1CCOCC1.C1CCOCC1.C1CCOCC1	CO.CO.O.O.O.O.O.O.O.O.O
ZINC000100826026	C[C@@H]1O[C@@H](OC[C@@H]2O[C@@H](Oc3cc(O)c4c(=O)c(O)c(-c5ccc(O)c(O)c5)oc4c3)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O	c1ccc(cc1)C2=CCc3ccc(cc3O2)O[C@H]4CCC[C@@H](O4)CO[C@H]5CCCCO5	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1.C1CCOCC1	C.O.O.O.O.O.O.O.O.O.O.O
ZINC000086046428	CCCCCCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCC	None	None	None
ZINC000085586801	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)CO[P@@](=O)(O)OCC[N+](C)(C)C	None	None	None
ZINC000102776536	COc1ccc(CCN2C(=O)[C@H]3[C@@H](C(=O)Nc4ccc(F)cc4)[C@@]4(C)C=C[C@@]3(O4)[C@H]2C(=O)NC2CCCCC2)cc1OC	c1ccc(cc1)CCN2C[C@H]3[C@H]([C@H]4C=C[C@]3([C@H]2CNC5CCCCC5)O4)CNc6ccccc6	c1ccccc1.c1ccccc1.C1CCCCC1.C1[C@@H]2CNC[C@]23C=C[C@H]1O3	C.CO.CO.O.O.O.F
ZINC000001693211	CCCCCCCCCCC	None	None	None
ZINC000238736683	C=C1C(=O)O[C@@H]2/C=C(/C)[C@@H](OC(=O)CC(C)C)C[C@H]3O[C@]3(C)C[C@@H](OC(=O)[C@]3(C)O[C@@H]3C)[C@@H]12	C/1C[C@@H]2[C@H](O2)C[C@H]([C@H]3CCO[C@@H]3/C=C1)OC[C@H]4CO4	C/1C[C@@H]2[C@H](O2)CC[C@H]3CCO[C@@H]3/C=C1.C1CO1	C.C.C.C.C.CC(C)CC(=O)O.O.O
ZINC000257391278	CC(C)[C@@H]1NC(=O)[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCC(=O)N2)n2cc(c3ccccc32)C[C@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)CNC1=O	c1ccc2c(c1)c(c[nH]2)C[C@@H](CN[C@H]3CNCCNCCNCCNCCc4cn3c5c4cccc5)NC[C@@H]6CCCN6C[C@@H]7CCCN7	c1ccc2c(c1)cc[nH]2.c1ccc2c(c1)c3cn2CCNCCNCCNCCNCC3.C1CCNC1.C1CCNC1	CCC.CO.C(=O)O.O.O.O.O.O.O.O.O
ZINC000001431303	Cc1cccc2c1NC(=O)[C@@]21C(C#N)=C(N)Oc2c1c(=O)oc1ccccc21	c1ccc2c(c1)C3=C(CO2)[C@]4(CNc5c4cccc5)C=CO3	c1ccc2c(c1)C3=C(CO2)[C@]4(CNc5c4cccc5)C=CO3	C.C#N.N.O.O
ZINC000085852988	Cn1c2c(O)cccc2c(=O)c2c(O)c([C@H]3CC(C)(C)Oc4cc(O)c5c(=O)c6cccc(O)c6n(C)c5c43)c3c(c21)C=CC(C)(C)O3	c1ccc2c(c1)Cc3ccc4c(c3N2)[C@H](CCO4)c5cc6c(c7c5OCC=C7)Nc8ccccc8C6	c1ccc2c(c1)Cc3ccc4c(c3N2)CCCO4.c1ccc2c(c1)Cc3ccc4c(c3N2)C=CCO4	C.C.C.C.C.C.O.O.O.O.O.O
ZINC000026490620	Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2	c1ccc(cc1)[C@@H]2CCc3cccc(c3O2)[C@@H]4C[C@H](Oc5c4cccc5)c6ccccc6	c1ccccc1.c1ccccc1.c1ccc2c(c1)CCCO2.c1ccc2c(c1)CCCO2	O.O.O.O.O.O.O.O.O.O
ZINC000257477016	Oc1ccc([C@H]2Oc3cc(O)cc4c3[C@H]2c2cc(O)cc(O)c2[C@@H](c2ccc(O)cc2)[C@H]2c3c5c(cc(O)c3[C@@H](c3ccc(O)cc3)[C@@H]42)O[C@@H](c2ccc(O)cc2)[C@H]5c2cc(O)cc(O)c2)cc1	c1ccc(cc1)[C@@H]2c3ccccc3[C@@H]4c5c(cccc5O[C@@H]4c6ccccc6)[C@H]7[C@@H]2c8c(ccc9c8[C@@H]([C@@H](O9)c1ccccc1)c1ccccc1)[C@H]7c1ccccc1	c1ccccc1.c1ccccc1.c1ccccc1.c1ccccc1.c1ccccc1.c1ccc2c(c1)C[C@H]3c4c(ccc5c4CCO5)C[C@H]3c6cccc7c6[C@@H]2CO7	O.O.O.O.O.O.O.O.O.O
