zinc_id	smiles	framework	ring	sidechain
ZINC000095624410	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000257556477	C[C@@H](CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)[C@@H]1C[C@@H]2[C@@]3(O)[C@@H]4O[C@@](O)(C[C@@]2(C)[C@@]2(O)CC[C@](C)(O)[C@@H]42)[C@]13C	C1CCO[C@@H](C1)OCC[C@@H]2C[C@H]3[C@H]4C[C@H]5[C@H]2[C@@H]3[C@H](O5)[C@H]6[C@@H]4CCC6	C1CCOCC1.C1C[C@H]2[C@@H](C1)[C@@H]3[C@@H]4[C@@H]5[C@H]2C[C@@H]([C@@H]4CC5)O3	C.C.C.C.CO.O.O.O.O.O.O.O
ZINC000253589780	C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]43C)[C@@H]12	C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC=C4[C@H]3CC[C@@H]5[C@@H]4CCCC5	C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC=C4[C@H]3CC[C@@H]5[C@@H]4CCCC5	C.C.C.C.C.C.C.C(=O)O.O
ZINC000085552712	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O	None	None	None
ZINC000257371303	C[C@@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](O)[C@H](CO)O[C@@H]2Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O	c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@@H]4[C@H](CCCO4)O[C@H]5CCCCO5	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1.C1CCOCC1	C.CO.O.O.O.O.O.O.O.O.O
ZINC000003977936	C#C[C@]1(OC(C)=O)CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C	C1CC=C2CC[C@@H]3[C@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1	C1CC=C2CC[C@@H]3[C@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1	C.CC(=O)O.C#C.O
ZINC000225411356	O=C(NC[C@H]1CCCN2CCCC[C@H]12)C1CCN(c2ncccn2)CC1	c1cnc(nc1)N2CCC(CC2)CNC[C@H]3CCCN4[C@@H]3CCCC4	c1cncnc1.C1CCNCC1.C1C[C@H]2N(CCCC2)CC1	O
ZINC000049771971	CC(=O)N(O)CCC[C@@H]1NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H](CCCN(O)C(C)=O)NC(=O)[C@H](CCCN(O)C(C)=O)NC1=O	C1CNCCNCCNCCNCCNCCN1	C1CNCCNCCNCCNCCNCCN1	CCCN(C(=O)C)O.CCCN(C(=O)C)O.CCCN(C(=O)C)O.O.O.O.O.O.O
ZINC000012495255	C[C@@H](Cc1ccc(C(C)(C)C)cc1)CN1C[C@H](C)O[C@H](C)C1	c1ccc(cc1)CCCN2CCOCC2	c1ccccc1.C1COCCN1	C.C.C.CC(C)C
ZINC000257660587	C[C@@]12C[C@H]3OC(=O)[C@@H]1CO[C@@]14O[C@@]5([C@H]2C1=O)[C@](O)(CC[C@@H]1[C@@H]4[C@H](O)C[C@]2(O)CC=CC(=O)[C@]12C)C(=O)O[C@]35C	C1C[C@H]2[C@@H](CC[C@@H]3CO[C@H]4[C@]35[C@H]6C[C@]2(O5)OC[C@@H]7[C@H]6C[C@H]4OC7)[C@@H]8[C@H]1CC=CC8	C1C[C@H]2[C@@H](CC[C@@H]3CO[C@H]4[C@]35[C@H]6C[C@]2(O5)OC[C@@H]7[C@H]6C[C@H]4OC7)[C@@H]8[C@H]1CC=CC8	C.C.C.O.O.O.O.O.O.O
ZINC000261495264	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC	None	None	None
ZINC000150373465	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000012496475	CC1=C(CC[C@H](C)C(=O)O)C(=O)c2ccccc2C1=O	c1ccc2c(c1)CC=CC2	c1ccc2c(c1)CC=CC2	C.CC[C@H](C)C(=O)O.O.O
ZINC000523041722	C=C1C(=O)O[C@H]2[C@H]1[C@H](O)C/C(COC(C)=O)=C/CC[C@@]1(C)O[C@H]21	C\1C[C@H]2CCO[C@@H]2[C@@H]3[C@H](O3)CC/C=C1	C\1C[C@H]2CCO[C@@H]2[C@@H]3[C@H](O3)CC/C=C1	C.C.CC(=O)OC.O.O
ZINC000100773384	COc1cc(C)c(C(=O)O[C@H]2C[C@]3(C)[C@@H]4CC(C)(C)C[C@]4(O)C=C(C=O)[C@H]23)c(O)c1	c1ccc(cc1)CO[C@H]2C[C@H]3[C@@H]2C=C[C@@H]4[C@H]3CCC4	c1ccccc1.C1C[C@@H]2C=C[C@@H]3CC[C@@H]3[C@@H]2C1	C.C.C.C.CO.C=O.O.O.O
ZINC000085887484	Cc1cc2c(cc1O)C(=O)[C@@H](O)[C@@H]1CC[C@@H](O)[C@@H](O)[C@H]21	c1ccc2c(c1)CC[C@H]3[C@@H]2CCCC3	c1ccc2c(c1)CC[C@H]3[C@@H]2CCCC3	C.O.O.O.O.O
ZINC000100825593	COc1ccc([C@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)cc3O2)cc1	c1ccc(cc1)[C@H]2CCc3ccc(cc3O2)O[C@H]4[C@H](CCCO4)O[C@H]5CCCCO5	c1ccccc1.c1ccc2c(c1)CCCO2.C1CCOCC1.C1CCOCC1	C.CO.CO.O.O.O.O.O.O.O
ZINC000257379750	C=C1CC[C@]2(OC1)O[C@@H]1C[C@@H]3[C@H]4CC[C@H]5C[C@@H](O[C@H]6O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]6O)[C@@H](O)C[C@@]5(C)[C@@H]4CC[C@@]3(C)[C@@H]1[C@H]2C	C1CCO[C@H](C1)O[C@H]2CCCO[C@@H]2O[C@H]3CC[C@@H]4[C@H](C3)CC[C@H]5[C@H]4CC[C@@H]6[C@@H]5C[C@@H]7[C@H]6C[C@@]8(O7)CCCCO8	C1CCOCC1.C1CCOCC1.C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@H]2CC[C@@H]4[C@@H]3C[C@@H]5[C@H]4C[C@@]6(O5)CCCCO6	C.C.C.C.CO.CO.O.O.O.O.O.O
ZINC000257488255	COc1c2cc(c(O[C@H]3O[C@@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)c1OC)CCCC[C@H](O)CCc1ccc(O)c-2c1	c1cc2cc(c1)-c3ccc(c(c3)CCCCCCC2)O[C@@H]4CCC[C@@H](O4)CO[C@H]5CCCCO5	c1cc2cc(c1)-c3cccc(c3)CCCCCCC2.C1CCOCC1.C1CCOCC1	CO.CO.CO.O.O.O.O.O.O.O.O
ZINC000015272539	CC/C=C\CCC(OCC)OCC	None	None	None
ZINC000261497752	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	None	None	None
ZINC000257455120	CC(C)=CC/C=C(\C)[C@@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@H](O)C[C@]12C	C1CC[C@@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CCC4	C1CC[C@@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CCC4	C.C.C.C.C.C/C=C\CC=C(C)C.O.O.O
ZINC000000187077	Cc1cc(=O)oc2cc3c(cc12)OCO3	c1c2c(cc3c1OCO3)OCC=C2	c1c2c(cc3c1OCO3)OCC=C2	C.O
ZINC000085624804	CCC/C(=C/C(=O)CCc1cc(OC2CCCC2)c(O)c2c1C#C[C@H]1[C@@H](N=C(N)N)[C@H]3C=C[C@H](OC)[C@H](C3)[C@@H]2CC[C@@H](C)CC#C[C@@H]1Cc1ccccc1)CO	c1ccc(cc1)C[C@H]2C#CCCCC[C@@H]3c4cc(ccc4C#C[C@H]2C[C@@H]5C[C@H]3CC=C5)OC6CCCC6	c1ccccc1.c1ccc2c(c1)C#C[C@@H]3CC#CCCCC[C@H]2[C@@H]4CC=C[C@@H](C4)C3.C1CCCC1	C.CCC/C(=C/C(=O)CC)/CO.CO.C(=N)(N)N.O
ZINC000065171202	COc1ccc(-c2ncccc2CNC(=O)c2ccc(C)cc2)cc1	c1ccc(cc1)CNCc2cccnc2c3ccccc3	c1ccccc1.c1ccccc1.c1ccncc1	C.CO.O
ZINC000257384570	C/C(=C\[C@@H](C)[C@@H]1CC[C@@H]2[C@@]34C=C[C@@]5(C[C@@H](O)CC[C@]5(C)[C@@H]3CC[C@]12C)OO4)[C@@H](C)C(C)C	C1CC[C@@]23C=C[C@@]4([C@H]5CCC[C@H]5CC[C@H]4[C@H]2C1)OO3	C1CC[C@@]23C=C[C@@]4([C@H]5CCC[C@H]5CC[C@H]4[C@H]2C1)OO3	C.C.CC/C=C(\C)/[C@@H](C)C(C)C.O
ZINC000100774282	CC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)[C@@H]1[C@@H]2[C@H](O)CC(O)=C4C(=O)c5c(O)cc(C)cc5C(=O)[C@]42[C@H](C3=O)[C@@H]1O	c1ccc2c(c1)CC3=CCC[C@@H]4[C@@]3(C2)[C@@H]5Cc6cc7c(cc6[C@H]4C5)CC=CC7	c1ccc2c(c1)CC3=CCC[C@@H]4[C@@]3(C2)[C@@H]5Cc6cc7c(cc6[C@H]4C5)CC=CC7	C.C.O.O.O.O.O.O.O.O.O.O.O
ZINC000150369468	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	None	None	None
ZINC000002029851	CCCCCCOC(=O)c1ccccc1	c1ccccc1	c1ccccc1	CCCCCCOC=O
ZINC000014819210	COc1ccc2c(c1CC=C(C)C)O[C@@H](c1ccc(O)cc1O)CC2	c1ccc(cc1)[C@H]2CCc3ccccc3O2	c1ccccc1.c1ccc2c(c1)CCCO2	CC=C(C)C.CO.O.O
ZINC000261499551	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	None	None	None
ZINC000253590124	C=C(C)[C@H]1CC[C@@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@]3(C)CC[C@@H]3C(C)(C)[C@H](O)CC[C@@]34C)[C@@H]12	C1CC[C@H]2[C@@H](C1)CC[C@H]3[C@H]2CC[C@H]4[C@H]3CC[C@H]5[C@@H]4CCC5	C1CC[C@H]2[C@@H](C1)CC[C@H]3[C@H]2CC[C@H]4[C@H]3CC[C@H]5[C@@H]4CCC5	C.C.C.C.C.CC=C.C(=O)O.O
ZINC000150359635	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000261499540	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC	None	None	None
ZINC000014860574	CC(=O)[C@H]1CO[C@@H](O)[C@H]1C	C1CCOC1	C1CCOC1	C.CC=O.O
ZINC000685933502	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC	None	None	None
ZINC000085552064	O=C(O)[C@H]1C=CC=[N+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C1	C1C[C@@H](OC1)[N+]2=CC=CCC2	C1CCCO1.C1C[NH+]=CC=C1	COP(=O)(O)O.C(=O)O.O.O
ZINC000150352408	CCCC[C@H](C)[C@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@@H](C[C@@H](C)C[C@@H](O)CCCCCC[C@@H](O)[C@@H](C)[n+]1cccc(O)c1)OC(=O)C[C@@H](CC(=O)O)C(=O)O	c1cc[nH+]cc1	c1cc[nH+]cc1	CCCC[C@H](C)[C@@H]([C@@H](C[C@@H](C)C[C@H](CCCCCC[C@H](CC)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O.O
ZINC000257549449	CC1(C)C[C@H]2C3=CC[C@H]4[C@]5(C)CC[C@@H](O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O)[C@@H]1O	C1CC[C@@H]2[C@H](C1)CC[C@@H]3C2=CC[C@@H]4[C@H]3CC[C@@H]5[C@H]4CC[C@H](C5)O[C@@H]6[C@H](CCCO6)O[C@H]7CCCCO7	C1CCOCC1.C1CCOCC1.C1CC[C@@H]2[C@H](C1)CC[C@@H]3[C@H]2CC=C4[C@H]3CC[C@@H]5[C@H]4CCCC5	C.C.C.C.C.C.C.CO.CO.C(=O)O.O.O.O.O.O.O.O
ZINC000261495459	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC	None	None	None
ZINC000014689168	CC(C)(O)[C@H]1Cc2cc3ccc(=O)oc3c(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)c2O1	c1c2c(c(c3c1C=CCO3)O[C@H]4CCCCO4)OCC2	c1c2c(cc3c1C=CCO3)OCC2.C1CCOCC1	CC(C)O.CO.O.O.O.O
ZINC000013132548	O=c1c(-c2ccc(O)cc2)coc2cc(O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc(O)c12	c1ccc(cc1)C2=COc3cc(ccc3C2)O[C@@H]4CCCCO4	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1	CO.O.O.O.O.O.O
ZINC000150661938	COC(=O)CCc1c(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)OC)c5C)c([C@H](C)OC)c4C)c([C@@H](C)OC)c3C	c1cc2cc3nc(cc4ccc([nH]4)cc5nc(cc1[nH]2)C=C5)C=C3	c1cc2cc3nc(cc4ccc([nH]4)cc5nc(cc1[nH]2)C=C5)C=C3	C.C.C.C.CCC(=O)OC.CCC(=O)OC.CCOC.CCOC
ZINC000002384992	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O	c1ccc2c(c1)cc[nH]2	c1ccc2c(c1)cc[nH]2	C[C@@H](C(=O)NCC(=O)O)N
ZINC000827864783	CN1CCc2c(CNC(=O)Cn3nc(Cl)ccc3=O)c3c(c(O)c2C1=O)OCO3	c1c2c(c(c3c1OCO3)CNCCN4CC=CC=N4)CCNC2	c1c2c(cc3c1OCO3)CNCC2.C1C=CC=NN1	C.O.O.O.O.Cl
ZINC000014692822	CC(=O)O[C@H]1[C@H](O)[C@@H]2O[C@@H]3C=C(C)[C@@H](O)C[C@@]3(CO)[C@@]1(C)[C@@]21CO1	C1C[C@H]2[C@@H]3CC[C@@H]([C@]34CO4)O[C@@H]2C=C1	C1C[C@H]2[C@@H]3CC[C@@H]([C@]34CO4)O[C@@H]2C=C1	C.C.CC(=O)O.CO.O.O
ZINC000105019195	C[C@@H]1O[C@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@H]1O	c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@@H]4CCCCO4	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1	C.O.O.O.O.O.O.O.O.O
ZINC000150351638	COc1ccc(-c2[cH-]c(=O)c3c(O)c(O[C@]4(O)CCC[C@H](Cc5ccccc5)C4)c(O[C@@H]4O[C@H](C(=O)O)[C@](O)(CC5=NC=N[CH+]5)[C@@H](O)[C@H]4O)cc3[o+]2)cc1	c1ccc(cc1)C[C@H]2CCC[C@H](C2)Oc3cc4c(cc3O[C@H]5CC[C@H](CO5)CC6=NC=N[CH+]6)[O+]=C([CH-]C4)c7ccccc7	c1ccccc1.c1ccccc1.c1ccc2c(c1)C[CH-]C=[O+]2.C1CCCCC1.C1CCOCC1.C1=NC=N[CH+]1	CO.C(=O)O.O.O.O.O.O.O
ZINC000085933544	OC[C@]1(O)CO[C@H](Oc2cc(O)c3c(c2)O[C@@H](c2ccc(O)cc2)[C@H](O)C3)[C@@H]1O	c1ccc(cc1)[C@H]2CCc3ccc(cc3O2)O[C@@H]4CCCO4	c1ccccc1.c1ccc2c(c1)CCCO2.C1CCOC1	CO.O.O.O.O.O
ZINC000257512800	CC1=C[C@@H](O)CC(C)(C)[C@]1(O)CC[C@H](C)O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O	C1CCO[C@@H](C1)OCCC[C@H]2CCCC=C2	C1CCOCC1.C1CCC=CC1	C.C.C.C.CO.O.O.O.O.O
ZINC000261495162	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC	None	None	None
ZINC000150372839	CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC	None	None	None
ZINC000230086108	CC(=O)O[C@@H]1C[C@](C)(O)[C@@H]2CC=C(C)[C@@H]2[C@@H]2OC(=O)[C@@H](C)[C@@H]21	C1C[C@H]2CCO[C@H]2[C@H]3C=CC[C@H]3C1	C1C[C@H]2CCO[C@H]2[C@H]3C=CC[C@H]3C1	C.C.C.CC(=O)O.O.O
ZINC000242723247	C[C@@H]1[C@@H]2C3=CC(=O)[C@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC[C@H]1C	C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@H]2CC=C4[C@H]3CC[C@@H]5[C@@H]4CCCC5	C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@H]2CC=C4[C@H]3CC[C@@H]5[C@@H]4CCCC5	C.C.C.C.C.C.C.C(=O)O.O.O
ZINC000013485405	CC(C)=CCc1cc([C@@H]2Oc3c(ccc(O)c3CC=C(C)C)C(=O)[C@@H]2O)ccc1O	c1ccc(cc1)[C@H]2CCc3ccccc3O2	c1ccccc1.c1ccc2c(c1)CCCO2	CC=C(C)C.CC=C(C)C.O.O.O.O
ZINC000525914837	C=C1C(=O)O[C@H]2/C=C(/CO)C(=O)[C@@H]3O[C@@H]3[C@](C)(O)C[C@@H](OC(=O)/C(C)=C\C)[C@@H]12	C1C[C@H]2CCO[C@H]2/C=C\C[C@H]3[C@@H](C1)O3	C1C[C@H]2CCO[C@H]2/C=C\C[C@H]3[C@@H](C1)O3	C.C.C/C=C(/C)\C(=O)O.CO.O.O.O
ZINC000150361600	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000150378151	CCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCC	None	None	None
ZINC000150376455	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC	None	None	None
ZINC000006041768	COc1c(O)cc2c(c1O)C(=O)/C(=C/c1ccc(O)cc1)CO2	c1ccc(cc1)/C=C\2/Cc3ccccc3OC2	c1ccccc1.c1ccc2c(c1)CCCO2	CO.O.O.O.O
ZINC000261498517	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](CO[P@](=O)(O)O[C@@H]1[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	C1CCCCC1	C1CCCCC1	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](CO[P@@](=O)(O)O)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC.O.O.O.O.OP(=O)(O)O
ZINC000002094664	COCCCN1CC(=O)N2[C@@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc(C(=O)OC)cc2)C1=O	c1ccc(cc1)[C@@H]2c3c(c4ccccc4[nH]3)C[C@@H]5N2CCNC5	c1ccccc1.c1ccc2c(c1)c3c([nH]2)CN4CCNC[C@@H]4C3	CCCOC.COC=O.O.O
ZINC000001531990	O[C@H]1C[C@H]2CC[C@@](O)(N2)[C@H]1O	C1C[C@H]2CC[C@H](C1)N2	C1C[C@H]2CC[C@H](C1)N2	O.O.O
ZINC000002119671	Cc1coc2c(C)c3oc(=O)c(CC(=O)N4CCC(C(N)=O)CC4)c(C)c3cc12	c1coc2c1cc3c(c2)OCC(=C3)CCN4CCCCC4	c1coc2c1cc3c(c2)OCC=C3.C1CCNCC1	C.C.C.C(=O)N.O.O
ZINC000257564788	C/C=C(\C)C(=O)O[C@@H]1C2=C(C)C(=O)O[C@@H]2C[C@@H]2CC[C@H](O)[C@H](C)[C@]21C	C1CC[C@H]2CC3=CCO[C@@H]3C[C@@H]2C1	C1CC[C@H]2CC3=CCO[C@@H]3C[C@@H]2C1	C.C.C.C/C=C(\C)/C(=O)O.O.O
ZINC000013461655	CN1C=C(c2ccccc2)[C@@H](c2ccccc2)[C@@H](O)C1=O	c1ccc(cc1)[C@H]2CCNC=C2c3ccccc3	c1ccccc1.c1ccccc1.C1CCNC=C1	C.O.O
ZINC000014450794	CS/C=C/C(=O)O[C@@H]1C[C@H](C)[C@@]2(C)CC(=C(C)C)C(=O)C[C@@H]2C1	C1C[C@H]2[C@@H](CCCC2)CC1	C1C[C@H]2[C@@H](CCCC2)CC1	C.C.CCC.CS/C=C/C(=O)O.O
ZINC000014636766	CC1=C/C(=C/CCCN2CCC[C@@H]2[C@@H]2C=C(C)C(=O)O2)OC1=O	C1C[C@@H](N(C1)CCC/C=C\2/C=CCO2)[C@@H]3C=CCO3	C1CCCN1.C1C=CCO1.C1C=CCO1	C.C.O.O
ZINC000257465615	COc1cc(/C=C/C(=O)OC[C@]2(O)CO[C@@H](O[C@@H]3[C@@H](Oc4cc5c(cc4O)/[N+](=C/C=C4/C=C(C(=O)O)N[C@H](C(=O)O)C4)[C@H](C(=O)O)C5)O[C@@H](CO)[C@H](O)[C@H]3O)[C@H]2O)ccc1O	c1ccc(cc1)/C=C/COC[C@H]2C[C@@H](OC2)O[C@H]3CCCO[C@@H]3Oc4ccc\5c(c4)CC/[N+]5=C\C=C\6/CCNC=C6	c1ccccc1.c1ccc2c(c1)CC[NH2+]2.C1CCOCC1.C1CCOC1.C1CC=CNC1	CO.CO.C(=O)O.C(=O)O.C(=O)O.O.O.O.O.O.O.O
ZINC000095099512	COc1cc(C[C@H]2O[C@@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1	c1ccc(cc1)/C=C/Cc2ccc(cc2)C[C@@H]3CCCCO3	c1ccccc1.c1ccccc1.C1CCOCC1	CC=C(C)C.CO.C(=O)O.O.O.O.O.O.O
ZINC000100825839	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)ccc1O	c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@H]4[C@H](CCCO4)O[C@H]5CCCCO5	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1.C1CCOCC1	C.CO.CO.O.O.O.O.O.O.O.O.O
ZINC000514287808	CCOC(C)(C)[C@@H](O)CC/C(C)=C\COc1c2ccoc2cc2oc(=O)ccc12	c1coc2c1cc3c(c2)OCC=C3	c1coc2c1cc3c(c2)OCC=C3	CCOC(C)(C)[C@H](CC/C(=C\CO)/C)O.O
ZINC000085562756	CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)O/C=C\CCCCCCCCCCCCCC	None	None	None
ZINC000095622725	CCCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000514289707	CCN(CC)C[C@@H]1OC[C@@H](NCc2ccc(S(C)(=O)=O)cc2)[C@H]1O	c1ccc(cc1)CN[C@H]2CCOC2	c1ccccc1.C1CCOC1	CCN(C)CC.CS(=O)=O.O
ZINC000095621091	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC	None	None	None
ZINC000100582767	CC(C)[C@]12CC(=O)[C@H](C)[C@@H]1C2	C1C[C@@H]2C[C@H]2C1	C1C[C@@H]2C[C@H]2C1	C.CCC.O
ZINC000000003184	Cc1nc(C)c(C)o1	c1cocn1	c1cocn1	C.C.C
ZINC000105379457	C[C@H](O)[C@H]1N[C@@]2(C(=O)Nc3ccc(Cl)cc32)[C@@H]2C(=O)N(Cc3ccc4c(c3)OCO4)C(=O)[C@H]12	c1ccc2c(c1)[C@]3(CN2)[C@@H]4CN(C[C@@H]4CN3)Cc5ccc6c(c5)OCO6	c1ccc2c(c1)[C@]3(CN2)[C@@H]4CNC[C@@H]4CN3.c1ccc2c(c1)OCO2	CCO.O.O.O.Cl
