smiles	zinc_id	tags
C[C@@H]1[C@@H]2CC[C@@H](C2)[C@@]1(C)O	ZINC000015119516	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC	ZINC000261497190	endogenous in-man
C/C(=C\CC1=CC(=O)c2ccccc2C1=O)CCC[C@@H](C)CCC[C@H](C)CCCC(C)C	ZINC000004654841	endogenous in-man
C/C(=C\CC[C@](C)(O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)[C@@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)C(C)(C)[C@@H]3CC[C@@]12C)CO	ZINC000257421542	endogenous in-man
CCCCC[C@H]1C=C[C@H](CCCCC[C@H](C(=O)O)[C@H](O)CCCO)CC1	ZINC000085492932	biogenic in-vitro
C=C1CCC[C@]2(C)CC[C@@](O)(C(=C)CO)C[C@H]12	ZINC000085756932	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC	ZINC000150372260	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	ZINC000150375256	endogenous in-man
C/C=C(\C(=O)O[C@@H]1Cc2c(c(-c3cccc(O)c3)c3oc(CO)cc(=O)c3c2O)O[C@@]1(C)CCc1ccc(N)nc1)C1CCCC1	ZINC000085595217	biogenic in-vitro
C[C@H]1O[C@@H](O[C@H]2CC[C@]3(CO)[C@@H](CC[C@H]4[C@H]3[C@H](O)C[C@@]3(C)[C@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O	ZINC000257452557	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC	ZINC000261495764	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)CO[P@@](=O)(O)OCC[N+](C)(C)C	ZINC000085562631	endogenous in-man
CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)O/C=C\CCCCCCCCCCCCCC	ZINC000085562492	endogenous in-man
COc1cc(OC)c2c(c1Cl)O[C@@]1(C(=O)C=C(NCC(=O)Nc3ccc(C(N)=O)cc3)C[C@H]1C)C2=O	ZINC000604404055	biogenic
CCn1c(=S)[nH]c(O)c([C@H]2NCCc3cc(OC)c(OC)cc32)c1=O	ZINC000020410464	biogenic
COc1ccc(CN2CCN(Cc3cc(OC)c(O)c(OC)c3)CC2)cc1	ZINC000019555349	biogenic
C/C(=C/CC[C@H](C=O)[C@@H]1CC[C@]2(C)C3=C(CC[C@]12C)[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1CC3)C(=O)O	ZINC000257588814	endogenous in-man
CC(C)C1=CC2=CC[C@@H]3[C@@](C)(CCC[C@@]3(C)C(=O)O)[C@@H]2C[C@@H]1O	ZINC000005104583	endogenous in-man
C[C@]12CC[C@@H]3[C@H](CC[C@H]4C[C@@H](N=[N+]=[N-])CC[C@@]43C)[C@@H]1CCC2=O	ZINC000253500108	biogenic
C[C@H]1O[C@@H](OC[C@@H]2O[C@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@@H]1O	ZINC000257619411	endogenous in-man
Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)cc1-c1c(O)cc(O)c3c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C3)[C@@H](O)C2	ZINC000100890068	endogenous in-man
CCC(=O)N1[C@H](C(=O)OC)Cc2c([nH]c3ccccc23)[C@@H]1C	ZINC000000487051	biogenic
CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC	ZINC000095622380	endogenous in-man
C=C(Oc1cc(C(=O)OC[C@H]2O[C@H](n3ccc(=O)[nH]c3=O)[C@H](OC(C)=O)[C@H]2OC(=O)c2c(C)cc(O)cc2OC)ccc1O)C(=O)O	ZINC000067903648	biogenic in-vitro
CCCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC	ZINC000150363383	endogenous in-man
CCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC	ZINC000150371863	endogenous in-man
CC(=O)Nc1cccc(NC(=O)Cc2c(C)c3cc4c(C)coc4c(C)c3oc2=O)c1	ZINC000040313063	biogenic
O=C(Oc1ccc2c(c1)O/C(=C\c1ccc3c(c1)OCO3)C2=O)c1ccc2c(c1)OCO2	ZINC000002130901	biogenic
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCCC	ZINC000150357303	endogenous in-man
C[C@H](CC(=O)C[C@](C)(O)[C@@H]1CC(=O)[C@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O)C(=O)O	ZINC000257527235	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	ZINC000261496968	endogenous in-man
COc1ccc(C(=O)O[C@@H](C)[C@H](O)c2ccc(OC)cc2)cc1	ZINC000014504550	endogenous in-man
COc1cc([C@H]2Oc3c(O)cc([C@@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3[C@@H]2CO)ccc1O	ZINC000013775870	endogenous in-man
COc1c2c(cc3c1C[C@@H](c1ccc(O)cc1O)CO3)OC(C)(C)C=C2	ZINC000014613160	biogenic
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCC	ZINC000095624233	endogenous in-man
Cc1ccc(N2C(=O)[C@H]3Cc4c([nH]c5ccccc45)[C@@H](c4ccccc4)N3C2=S)c(C)c1	ZINC000009033799	biogenic
N[C@H](CCC(=O)N[C@H](CS)C(=O)N[C@@H](CO)C(=O)O)C(=O)O	ZINC000015261442	endogenous in-man
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC	ZINC000150362141	endogenous in-man
C=C1CC[C@@H]2S[C@H]1[C@H]1[C@@H](C(C)C)CC[C@]21C	ZINC000014594346	endogenous in-man
CC1(C)C=C[C@]23CCC[C@](C)(CC[C@@H]12)C3	ZINC000085491051	biogenic in-vitro
COc1c(O)c(O)cc2c1C=C[C@@H]1[C@@H]2O[C@@H](CCc2ccc(O)c(CCC(C)C)c2)C[C@H]1O	ZINC000085596407	biogenic in-vitro
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC	ZINC000150380059	endogenous in-man
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCCC	ZINC000150377662	endogenous in-man
CC[C@H](C)C/C=C/[C@H](C)[C@H](O)CC[C@H](C)CCC[C@@H](C)CCCC(C)(C)O	ZINC000257478227	endogenous in-man
CC(C)C[C@@H]1N[C@H](C(=O)NCc2ccc(C(F)(F)F)cc2)Cc2c[nH]c3cccc1c23	ZINC000049171435	biogenic in-vitro
CCN1CCC2(CC1)N=C(c1ccc(C)c(C)c1)C[C@@H](c1cc(Cl)ccc1O)N2	ZINC000065298064	biogenic
C=C1[C@@H]2C[C@@H](OC(C)=O)[C@]3(C)[C@H](c4ccoc4)OC(=O)[C@H](O)[C@@]13O[C@H]1C[C@@H](OC(C)=O)C(C)(C)[C@@H](CC(=O)OC)[C@@]12C	ZINC000100782104	endogenous in-man
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	ZINC000008143604	in-man metabolite
N#C[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(O)cc1	ZINC000004096638	biogenic in-man
C=C1CC[C@@H]2O[C@@]23CCC[C@@H](C3)[C@]2(COC)[C@@H]1CC2(C)C	ZINC000103576129	biogenic in-vitro
N#CCCN1CCN(Cc2oc(CO)cc(=O)c2O)CC1	ZINC000062001752	biogenic
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OCCCCCCCCCCCCCCCCCC	ZINC000095624462	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)CO[P@@](=O)(O)OCCN	ZINC000085583820	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC	ZINC000150358986	endogenous in-man
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCC	ZINC000150378256	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCC)OCCCCCCCCCCCCCCCCCC	ZINC000095624998	endogenous in-man
Cc1cc(O)cc(O)c1C(=O)O[C@H]1C[C@]2(C)[C@@H]3CC(C)(C)C[C@@]3(O)C=C(CO)[C@@]12O	ZINC000014681077	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OCCCCCCCCCCCCCCCCCC	ZINC000150372327	endogenous in-man
C[C@]12C[C@H](O)[C@@H]3[C@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)NCC1CCCCC1	ZINC000070699963	biogenic
CN(C)Cc1cc(C[C@@H]2C[C@H](NC(=O)N3CCOCC3)C2(C)C)no1	ZINC000067890203	biogenic in-vitro
C[C@H](C1=Cc2ccccc2[S@@]1=O)N(O)C(N)=O	ZINC000255984289	endogenous world
O=C(/C=C1\NCCc2cc3c(cc21)OCCCO3)C1CCC1	ZINC000004090528	biogenic
CCCCCOC(=O)[C@@H]1[C@H]2C=C[C@]3(CN(c4ccc(C)cc4)C(=O)[C@H]13)O2	ZINC000003903725	biogenic
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCCC	ZINC000150372966	endogenous in-man
CCCCCCCCCCCCC[C@H](O)[C@H](O)[C@H](O)CC[C@H](O)[C@@H]1CC[C@H](CCCCC[C@H](O)CC2=C[C@H](C)OC2=O)O1	ZINC000086036181	endogenous in-man
CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC	ZINC000096070154	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCC	ZINC000095625010	endogenous in-man
CC(C)=C1CCc2ccc(cc2)[C@@H]2C=C[C@H](c3cccc(Cc4ccccc4)c3)C[C@H]2CC(=O)O[C@@H]2c3c(ccc4c(CO)c([C@H](CCO)COCO)c(=O)oc34)O[C@@](C)(C3CCCC3)[C@H]2OC1=O	ZINC000150358831	biogenic in-vitro
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC	ZINC000150375607	endogenous in-man
COc1cc(-c2oc3c(OC)c(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)ccc1O	ZINC000257393264	endogenous in-man
CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC	ZINC000150369242	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC	ZINC000261498655	endogenous in-man
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCC	ZINC000685933409	endogenous in-man
CCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC	ZINC000150355070	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC	ZINC000150358377	endogenous in-man
N=C(N)NCCC[C@@H](N)C(=O)N[C@H](CCCCN)C(=O)O	ZINC000005706883	endogenous in-man
COc1cc([C@H]2CC(=O)Oc3ccc(C(=O)c4ccccc4)c(O)c32)ccc1OCCc1ccc2c(c1)CCO2	ZINC000253414104	biogenic
CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO[P@](=O)(O)O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H]1O)OC(=O)CCCCCCC/C=C\CCCCCC	ZINC000261495621	endogenous in-man
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCCCC	ZINC000150367089	endogenous in-man
CCCCCCCCCCCC[C@H](O)[C@@H]1CC[C@H]([C@H](O)CCCCC[C@H](O)CCCCCC[C@@H]2C[C@@H](CC(C)=O)C(=O)O2)O1	ZINC000257457389	endogenous in-man
C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O	ZINC000238764860	endogenous in-man
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC	ZINC000150362860	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC	ZINC000150369917	endogenous in-man
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC	ZINC000150557986	endogenous in-man
COc1c(-c2ccc(O[C@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)c(O)c2)oc2cc3c(c(O)c2c1=O)OCO3	ZINC000137197396	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	ZINC000150366900	endogenous in-man
CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC	ZINC000150343496	endogenous in-man
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[P@](=O)(O)O[C@@H]1[C@@H](O)[C@H](O)C(O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC	ZINC000150349825	endogenous in-man
C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O	ZINC000100035092	endogenous in-man
CC/C=C\CCCO	ZINC000005224866	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC	ZINC000095623584	endogenous in-man
CC(C)[C@@H]1NC(=O)[C@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCC(=O)N2)n2cc(c3ccccc32)C[C@H](C(=O)O)NC(=O)[C@@H](CO)NC(=O)[C@H](Cc2ccccc2)NC1=O	ZINC000257454806	endogenous in-man
CN(C)Cc1c(O)ccc2c3c(c(=O)oc12)CCCC3	ZINC000000116738	biogenic
CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	ZINC000150340047	endogenous in-man
C/C(=C\[C@H](C)[C@@H]1CC[C@@H]2C3=C[C@H](O)[C@]4(O)C[C@H](O)CC[C@]4(C)[C@]3(O)CC[C@]21C)[C@@H](C)C(C)C	ZINC000257507306	endogenous in-man
CC(C)C[C@H](O)C(=O)N[C@@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](C(=O)O)Cc2ccc(cc2)O[C@H]1C(C)C	ZINC000100822468	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](CO[P@](=O)(O)O[C@@H]1[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCCCC/C=C\CCCCCC	ZINC000261499445	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC	ZINC000150372831	endogenous in-man
COc1cccc(CC(=O)NCc2nnc(C(=O)Nc3ccccc3)s2)c1	ZINC000064991194	biogenic
COc1c(O)c(O)cc2c1-c1cc(O)c(O)cc1CC2	ZINC000014650740	biogenic in-vitro
CC[C@H](C)[C@@H](NC(=O)[C@H](N)C(C)C)C(=O)O	ZINC000008577169	endogenous in-man
CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC	ZINC000150367563	endogenous in-man
CCCC(=O)NCC(=O)O	ZINC000005509432	endogenous in-man
Oc1ccc([C@H]2OC[C@@H]3[C@@H](c4ccc(O)cc4)OC[C@H]23)cc1	ZINC000100771909	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	ZINC000261495139	endogenous in-man
COC(=O)c1ccc(NC(=O)[C@@]23CC[C@@](C)(C(=O)C2)C3(C)C)cc1	ZINC000000309103	biogenic
CCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)CO[P@](=O)(O)O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](OP(=O)(O)O)[C@H]1O	ZINC000261498335	endogenous in-man
CC1=CC(=O)C([C@]2(C)CC(=O)C(C)(C)[C@H]2O)=CC1=O	ZINC000085842609	endogenous in-man
O=C(O)[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H](C(=O)O)[C@@H](O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H]1O	ZINC000256079723	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	ZINC000095621163	endogenous in-man
CC(=O)/C=C/CC(C)C	ZINC000005359455	endogenous in-man
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	ZINC000085562570	endogenous in-man
CSCC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O	ZINC000015261523	endogenous in-man
CC[C@@H](C[C@@H](O)[C@H](C)[C@@H]1CC[C@@H]2[C@H]3[C@H](OC)C=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C)C(C)C	ZINC000257423641	endogenous in-man
Cc1cc2nc(CO[C@H]3CN(Cc4nccn4C)C[C@H]3F)[nH]c2cc1C	ZINC000096112351	biogenic in-vitro
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O[C@@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H]2O)ccc1O	ZINC000150366316	endogenous in-man
CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@H]21	ZINC000100057318	biogenic investigational
CCCCC[C@H](C[C@H](O)CCc1ccc(O)c(OC)c1)O[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O	ZINC000015257006	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCC	ZINC000261497278	endogenous in-man
C[C@H]1SCC[C@H]1S	ZINC000032161943	endogenous in-man
COC(=O)[C@@H]1[C@@H]2CCCN2C[C@@]1(C)O	ZINC000015274293	endogenous in-man
COc1c2c(cc3c1[C@@H]([C@@H](C)[N+](=O)[O-])N(C)CC3)OCO2	ZINC000020410813	biogenic
C[C@]12CC[C@@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)NCCCCCC(=O)N[C@@H](C(=O)O)[C@H](O)c1cccc([N+](=O)[O-])c1	ZINC000253503697	biogenic
COC1=CC(=O)O[C@@H](/C=C/c2ccc(OC)cc2)C1	ZINC000014886643	endogenous in-man
CNC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CNc1ccc2c(cc1=O)[C@@H](NC(C)=O)CCc1cc(OC)c(OC)c(OC)c1-2	ZINC000263586468	biogenic
C[C@@H]1CC[C@]2(OC1)O[C@@H]1C[C@@H]3[C@H]4CC=C5C[C@@H](O[C@H]6O[C@@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@@H]7O)[C@@H](O)[C@@H]6O[C@@H]6O[C@H](C)[C@@H](O)[C@H](O)[C@@H]6O)CC[C@@]5(C)[C@@H]4CC[C@@]3(C)[C@@H]1[C@H]2C	ZINC000257503639	endogenous in-man
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC	ZINC000150373870	endogenous in-man
CC(=O)O[C@H](c1ccccc1)[C@@H]1O[C@H]2CC(=O)O[C@H]2[C@@H]1O	ZINC000038321659	biogenic in-vitro
COc1ccc([C@H]2[C@H](C(=O)N3CCC4(CC3)OCCO4)CCC(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1	ZINC000101266493	biogenic
C[C@H]1CC[C@@]2(C(=O)O)CC[C@@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@@H]1C	ZINC000100299716	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC	ZINC000150363611	endogenous in-man
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	ZINC000685934014	endogenous in-man
CC(=O)N1CC2=C(C1=O)[C@@H](c1cccc(O)c1)c1cn(C)c3cccc(c13)N2	ZINC000604404517	biogenic
COc1ccc(CCC(C)=O)cc1	ZINC000001235108	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC	ZINC000150364863	endogenous in-man
C[C@@H](O)[C@H](NC(=O)[C@H](N)CCCNC(=N)N)C(=O)O	ZINC000034039988	endogenous in-man
CC1=CC[C@H]2[C@@H](C1)C2(C)C	ZINC000000967562	endogenous in-man
COc1c2c(c(C)c3c1C(=O)OC3)O[C@@]1(C)C[C@@H](OC(C)=O)[C@@]34O[C@](OC)(C[C@@H](OC(C)=O)[C@@]3(C)[C@@H]1C2)OC4(C)C	ZINC000100777353	endogenous in-man
CCCCCCCCCCOC(=O)S[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)[C@H]([C@H](C)CCCC(C)C)CC[C@H]32)C1	ZINC000253531085	biogenic
N[C@@H](CC/C(O)=N/[C@@H](CS[C@@H](O)C(Cl)Cl)/C(O)=N/CC(=O)O)C(=O)O	ZINC000030728733	in-man metabolite
COc1ccc2c(C)c(CC(=O)Nc3ccc(C(=O)O)cc3)c(=O)oc2c1OC	ZINC000012894457	biogenic
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	ZINC000150370728	endogenous in-man
